,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
11707,GuntarsP,-4.97,1439,19.4,-17.27,0.48,21.32
11709,gunTKO,-5.26,985,17.28,-26.7,1.0,31.39
11732,Gushteru20,-3.07,4093,16.93,-3.75,1.8,42.12
11814,H!TM@N1989,19.99,2085,15.49,47.94,1.74,33.42
11826,h1_tech_1mba,92.87,15818,16.89,29.36,2.1,42.22
11863,Hagetaka1234,-1.45,1237,17.75,-5.86,1.36,41.13
11915,hamchik_md,-0.91,7028,17.59,-0.65,2.51,43.44
11936,hamster64,7.2,1373,19.72,26.22,5.16,62.87
11952,hanky1977,-0.47,1286,12.61,-1.83,0.85,25.7
11977,Happy we:-),1.83,620,17.83,14.76,0.96,30.97
11991,harbaka,12.29,4851,9.79,12.67,1.92,42.18
12002,HarmonicDust5,24.72,6183,19.74,19.99,1.78,42.8
12016,HarrowQ,-3.01,727,19.36,-20.7,2.56,52.57
12022,harrydjan,-3.53,1499,17.62,-11.77,4.6,42.46
12036,HarvesterX,7.1,544,17.25,65.26,1.84,47.88
12052,Hat_SPb,-1.64,979,15.57,-8.38,2.34,45.81
12124,hector91934,-8.07,825,17.56,-48.91,1.05,30.92
12143,Heiko_Herrlich,13.39,1118,17.82,59.88,4.0,48.0
12156,Hejter1337,21.82,11230,11.77,9.72,2.09,39.89
12178,Helton_crba,-3.42,950,19.13,-18.0,1.56,39.42
12200,henriksen10,2.95,772,17.84,19.11,2.57,40.22
12232,Heredane,5.35,798,16.44,33.52,0.95,31.25
12236,herkks,-14.88,2357,17.88,-31.57,1.69,39.88
12253,HerrShorty,2.79,2521,12.39,5.53,1.0,23.6
12261,Hewk795,12.23,3539,11.93,17.28,1.86,39.27
12271,hgmonegatto89,-0.14,1761,17.35,-0.4,2.89,55.44
12297,Hierow,3.24,1802,18.45,8.99,1.36,34.07
12442,homerjs1966,-4.33,538,11.99,-40.24,3.09,43.59
12450,Honda246,5.87,1311,6.6,22.39,8.75,29.17
12507,HotGirl19,-4.8,2782,13.88,-8.63,3.38,36.81
12539,hsiffihc,12.32,1086,18.87,56.72,1.66,40.23
12541,HSM29,8.43,4483,17.6,9.4,1.9,41.55
12552,HubertFroh,-1.73,704,12.09,-12.29,3.75,39.47
12561,huey4363,20.86,7486,17.96,13.93,2.46,44.02
12608,Hungtinton,-3.47,3524,15.0,-4.92,1.09,24.5
12618,HunterSV333,6.43,564,18.88,57.0,1.76,40.54
12640,HuygensHeroes,-14.46,2695,14.65,-26.83,6.28,50.56
12659,Hymp,3.78,1339,13.19,14.12,2.46,37.55
12682,I7yMa,2.26,584,15.4,19.35,1.56,26.67
12737,ice245777,5.46,4566,15.38,5.98,2.8,46.34
12787,IFG&W,26.37,3290,16.74,40.08,3.41,49.63
12818,igor6316,-3.54,3601,14.74,-4.92,6.47,46.41
12839,igorNY1958,-6.42,3061,19.12,-10.49,1.05,25.55
12845,igraaa,3.48,1597,16.75,10.9,2.62,49.04
12875,iJohnny14,9.03,630,19.46,71.67,3.57,53.57
12892,Il-Boy 111,-2.43,642,17.71,-18.93,1.5,40.0
12904,ilianaki785,6.66,14655,16.18,2.26,1.8,39.71
12987,Inc4ognito,44.23,24757,12.32,8.93,2.55,45.13
12998,indie_max,3.96,2254,16.09,8.78,1.4,34.03
13000,IndigoShirt,19.87,3776,13.12,26.34,2.67,45.68
13010,infiniti888,14.25,26698,14.53,2.67,1.74,35.33
13045,InputCel555,9.37,8928,16.02,5.21,1.01,31.22
13049,Insane1980,-6.57,561,14.29,-58.56,2.84,54.0
13069,invincible1331,7.63,2712,17.01,14.07,1.59,39.77
13147,IRONS080,-4.5,2609,10.92,-8.62,1.97,41.8
13179,isennnn,-0.15,3807,15.38,-0.2,2.97,46.79
13263,ivanxx007,13.42,14124,19.78,4.75,1.73,42.42
13307,j+sch1977,31.31,24368,17.34,6.42,1.17,28.32
13319,J.Noswad,-0.28,1777,18.09,-0.79,2.69,55.84
13370,jackalfull,8.22,1488,15.43,27.62,2.07,34.83
13382,Jackfish333,-1.93,1337,13.91,-7.22,1.3,35.85
13421,JagerFlush,-3.91,700,19.08,-27.93,2.26,43.14
13430,jaimelanuit,-0.61,725,18.62,-4.21,1.95,52.27
13461,jalmis1,2.53,1017,17.9,12.44,1.71,42.35
13595,Javan_50,3.98,2139,7.86,9.3,3.72,40.79
13740,jeffex,8.14,3121,16.26,12.91,1.45,32.15
13748,Jefstical,2.08,759,17.33,13.7,1.4,40.97
13766,JekaParis,-0.92,688,15.55,-6.69,0.82,24.16
13823,jesusikprod,6.26,978,14.24,32.11,4.07,60.82
13914,JimGreek1974,-3.2,1616,19.6,-9.9,2.79,44.64
13930,JimmyRatchet129,-7.47,568,16.37,-65.76,5.94,68.71
13993,JL0029,26.49,6276,19.68,21.1,1.56,41.19
13994,jl1955,8.98,21393,12.04,2.1,1.23,30.49
14012,jmcfo,-0.16,2791,13.78,-0.29,2.16,36.65
14029,Jo_Diver,0.57,950,15.45,3.0,1.52,33.15
14041,JoaoEsberard,4.11,4553,16.68,4.51,3.34,47.65
14118,JohanSlon,-9.67,2141,15.15,-22.58,1.06,29.73
14121,John Antoni7,-0.73,1007,11.99,-3.62,0.81,16.34
14127,JOHN LOIKO,1.8,1345,18.53,6.69,1.37,34.6
14145,JohnEkb78,2.42,2517,19.05,4.81,2.04,42.41
14158,johnmay999,7.4,1401,19.64,26.41,2.3,45.93
14169,Johnny202004,-7.1,1879,14.09,-18.89,3.02,60.59
14176,Johnnykrawat,-19.37,4133,16.8,-23.43,3.27,55.49
14181,JohnParas,22.23,5032,16.56,22.09,2.14,33.33
14258,JonasF92,10.9,4337,19.6,12.57,1.81,47.29
14307,joop050786,1.35,612,16.31,11.03,0.8,24.14
14350,josejuniorsc,0.94,2489,5.82,1.89,0.91,20.9
14400,João R. M.,21.59,3590,18.05,30.07,3.92,49.18
14412,jPh0n3,-1.75,1202,16.75,-7.28,2.0,49.35
14421,JPRussoss,-9.35,973,12.9,-48.05,3.67,47.83
14423,jpysc,-2.92,1608,19.78,-9.08,2.44,54.51
14449,jrz171,-1.44,815,16.61,-8.83,0.89,23.46
14471,Juagonzalez,5.07,4362,16.1,5.81,1.49,33.18
14493,judylex,7.05,2508,14.24,14.06,1.99,44.9
14559,juniorcsavo,10.68,4228,19.15,12.63,2.2,40.09
14605,justicet,4.39,818,18.87,26.83,2.1,42.46
14612,JustLuckJoy,-10.28,10230,16.14,-5.02,1.81,41.39
14654,k . A_063,4.58,1272,14.87,18.0,2.54,49.79
14664,K.Tyrrell,47.86,19757,18.46,12.11,1.1,33.89
14736,Kahyo16,-3.74,7196,14.59,-2.6,5.01,59.9
14794,kallasa88,1.17,2525,11.26,2.32,2.17,47.67
14820,kamikaze_332,2.3,848,18.27,13.56,1.48,40.08
14826,kamo693,24.47,5736,14.25,21.33,2.42,42.31
14847,KankuroSpb,2.73,3275,18.57,4.17,2.08,41.24
14849,kano1313,15.54,4218,18.49,18.42,1.02,26.8
14857,kaosluntik,24.11,8132,17.3,14.82,1.8,30.69
14886,Karelin88,-0.21,528,11.2,-1.99,3.25,55.32
14906,karlson944,0.24,696,16.81,1.72,1.74,37.93
14966,Katala9477,-14.57,3670,19.62,-19.85,1.6,40.62
14968,KATASTROF118,8.07,4462,9.13,9.04,4.86,45.53
15119,kent330330,38.78,11636,15.32,16.66,1.51,39.95
15122,kentfraer,12.73,1680,10.54,37.89,1.28,27.31
15181,kevinraiser,2.31,594,9.29,19.44,0.15,6.12
15184,KevinT64,-5.02,907,18.78,-27.67,1.28,30.12
15225,Khrenya,27.64,8359,19.37,16.53,1.56,41.42
15228,khz71,-19.21,5543,19.05,-17.33,1.94,46.2
15244,Kid_Polton,-5.54,3157,13.36,-8.77,1.52,41.19
15246,KidCatta,10.76,1722,18.7,31.24,5.59,53.04
15251,KidMontanaUk,4.9,1320,17.5,18.56,1.64,37.02
15301,killills,14.03,8832,14.25,7.94,2.76,46.65
15350,KingHomer I,4.62,1016,14.06,22.74,3.54,52.94
15405,Kirill K. ru,8.14,2296,19.44,17.73,2.84,44.48
15494,klaus37,-21.26,11527,19.81,-9.22,1.69,29.22
15511,Klinsi_72,22.18,10862,16.58,10.21,1.74,40.89
15574,koban4ur,-1.22,8661,19.71,-0.69,1.88,30.03
15614,Koksmix87,30.74,7143,16.43,21.52,1.65,37.61
15619,Kolesnikov79,-6.01,2961,18.53,-10.15,3.22,44.31
15663,Kondratiy,-2.38,1566,17.04,-7.6,1.56,42.27
15707,koroto2,15.69,8543,14.35,9.18,1.35,29.57
15715,Kos...194,5.42,787,10.33,34.43,4.22,63.87
15770,koupin,-2.02,1945,11.49,-5.19,1.25,31.8
15815,krakow20,8.16,2478,15.88,16.51,1.17,18.69
15817,KRandall12,5.13,10611,14.75,2.42,2.12,36.02
15889,Krokus2864,2.32,559,9.34,20.75,1.53,32.86
15913,Krusty 013,5.0,14241,18.01,1.76,1.57,37.23
15914,krutik999,2.52,1247,12.1,10.1,1.51,38.8
15915,KruXie,14.36,3118,17.06,23.03,1.19,33.23
15917,krylen4ik,12.48,5557,9.18,11.23,5.01,58.42
15920,kryptikas,3.15,8338,19.7,1.89,1.48,31.15
15923,Kryzs11991,1.18,595,15.49,9.92,2.37,53.15
15948,kubarez11,-0.11,690,14.64,-0.8,1.31,37.9
15961,Kudzu_Walker,68.42,26043,18.87,13.14,1.92,45.0
15970,kukulya1,-12.93,6818,19.59,-9.48,1.67,34.29
15976,Kulejan2641,1.28,2963,16.94,2.16,1.92,42.46
15983,kumak90,9.15,1463,15.73,31.27,2.52,47.72
16009,kusto1488,20.29,11110,16.67,9.13,2.11,44.48
16023,kuzia2605,-8.26,2335,9.11,-17.69,2.32,47.52
16032,kv6060699,3.77,4064,14.11,4.64,1.81,36.44
16074,kylia553,-5.74,1376,14.92,-20.86,2.46,44.49
16090,Köti13,1.42,1498,15.7,4.74,1.97,43.48
16168,lagva 23,-5.19,657,19.14,-39.5,1.44,34.03
16169,Lagval,22.97,10624,18.01,10.81,1.04,26.46
16186,Lalla of 221,-5.08,691,11.03,-36.76,1.72,35.25
16235,lapchin33,0.46,1005,18.56,2.29,1.11,27.87
16247,Larahcroft,-1.02,701,17.29,-7.28,2.78,51.74
16257,larien99,7.47,2627,13.48,14.22,2.7,41.94
16312,laureano290,18.84,948,17.0,96.62,0.73,26.24
16369,leading-star,1.04,602,17.39,8.64,1.36,32.2
16383,LeandroAku,1.18,25246,9.97,0.23,1.34,32.57
16419,leeox89,1.48,1150,19.44,6.43,4.17,41.15
16497,leninAlive13,2.72,3765,12.57,3.61,2.15,42.84
16513,LentovskiyDm,0.21,614,9.24,1.71,14.0,64.62
16531,LeoBarrosR,15.37,2041,18.11,37.65,1.77,39.43
16543,LeoLoh2218,0.8,528,19.16,7.58,1.52,42.14
16547,Leon 1063,-3.81,3615,15.05,-5.27,0.8,26.82
16550,leon220871,4.8,2883,12.99,8.32,3.2,40.97
16587,leopoker1,26.99,6409,17.37,20.99,1.77,33.65
16629,letoed,12.81,5745,17.87,11.15,2.18,43.19
16630,LeTr4p,10.75,2421,12.56,22.2,8.76,65.96
16651,levinson911,9.3,7067,15.53,6.58,2.27,41.43
16696,LFT Atanas,24.31,5296,18.81,22.95,1.66,42.55
16702,LgSwiss,2.96,2782,13.07,5.32,4.54,48.88
16806,lindlife,47.95,11476,13.89,20.89,4.22,49.63
16855,Lisciotto,-2.24,1331,16.05,-8.41,3.03,53.95
16875,Littleisaac0,-0.31,694,18.09,-2.23,1.64,33.09
16893,livohim,0.28,504,12.4,2.78,2.54,40.24
16894,livsvedberg,12.67,5369,18.13,11.8,2.52,48.0
16902,ljrose40,-0.8,2369,16.69,-1.69,1.75,39.67
16911,ll7253,3.52,534,10.19,32.96,1.67,32.89
16945,lnxea,14.0,3705,8.77,18.89,1.9,33.06
16997,Lolasplash,5.41,1494,13.63,18.11,4.31,52.36
17074,Los Tigras,5.04,1368,12.3,18.42,2.17,41.78
17106,louise sea,58.11,8112,19.12,35.82,2.12,47.86
17154,LT STAR,6.36,585,13.62,54.36,2.35,46.96
17172,luanhong,-1.9,4347,10.57,-2.19,7.25,53.37
17178,Lubicman_98,5.16,3534,18.7,7.3,6.42,53.5
17198,lucas_rkc,4.19,651,12.02,32.18,1.52,35.65
17273,LucksDei,-2.24,3107,17.81,-3.6,2.57,48.48
17274,LucksFate,-2.3,1753,13.83,-6.56,3.2,54.96
17288,Lucky Rich_888,16.94,2656,19.0,31.89,3.86,54.56
17304,LuckyGranpa,-2.1,1128,18.47,-9.31,1.93,39.54
17315,LuckyQQt,-4.49,2187,14.46,-10.27,1.85,37.56
17376,LuisZeifer,-8.28,9366,16.68,-4.42,2.3,45.28
17407,Luke Duarte,16.51,3229,19.09,25.57,2.98,51.34
17485,LuTTzze,-3.63,2445,17.21,-7.42,4.15,57.06
17507,lv(#5,1.3,742,12.21,8.76,4.56,41.41
17512,lvomm,8.56,1663,14.71,25.74,1.3,38.05
17580,M1chael_My3rS,2.68,1589,11.08,8.43,2.73,45.29
17596,M4m1nk4,-3.9,1090,16.99,-17.89,2.02,39.27
17604,m9c1g,-1.78,706,17.83,-12.61,1.97,42.26
17668,mackie1874,-6.01,725,16.39,-41.45,1.62,43.0
17678,madala48,-1.42,679,16.22,-10.46,0.91,32.07
17701,madmunx,-6.05,1560,17.72,-19.39,1.7,31.11
17712,madX666,17.76,4229,17.07,21.0,0.96,25.49
17718,MaekawaG,8.5,2872,19.35,14.8,3.14,55.96
17748,Magianna,-1.6,7546,16.24,-1.06,1.18,27.68
17766,MAGNUSVAGNER,10.72,4382,17.45,12.23,1.97,37.05
17786,MAhnoRaven,-5.22,1415,19.87,-18.45,2.18,38.35
17792,mahspace,-21.33,24147,17.81,-4.42,1.92,47.51
17852,makaronchi,-13.07,837,18.97,-78.08,3.49,59.58
17874,makkrik,-4.12,4458,18.21,-4.62,1.17,31.34
17881,Maks Glvn,-0.7,521,14.7,-6.72,1.71,34.12
17911,MaksMurlakat,-1.44,3309,14.07,-2.18,2.81,40.81
17917,MaksTLT489,-0.66,545,19.89,-6.06,1.16,36.2
18020,mangiopesce,4.98,880,14.89,28.3,1.73,39.79
18034,MaNiNMooNOoO,-0.44,784,9.72,-2.81,5.0,45.05
18073,Manta Pommes,-2.03,527,12.6,-19.26,3.33,43.96
18096,Manuto94,52.61,18810,15.06,13.98,2.5,50.04
18117,MaratKzn,16.43,8134,11.44,10.1,2.64,33.7
18214,marel4791,3.29,1468,12.22,11.21,1.9,37.85
18404,Marvl0918,-8.54,5063,19.88,-8.43,1.65,36.53
18416,masaleh217,3.39,629,15.84,26.95,1.16,35.71
18469,matearon,-0.91,1389,14.23,-3.28,2.22,37.1
18516,mathplayer,13.83,11221,9.03,6.16,2.58,27.15
18544,Matt Mcgilta,-11.12,3248,16.59,-17.12,0.67,24.52
18554,mattahario,2.8,568,11.82,24.65,2.16,40.59
18636,maverick1880,46.19,7683,13.48,30.06,1.6,33.43
18662,max545545,14.54,5401,15.63,13.46,2.66,46.26
18673,Maxedu777,19.17,5233,13.79,18.32,2.15,37.33
18687,Maxim 261283,-11.77,4722,11.55,-12.46,2.37,40.15
18730,Maxstarcraft,-1.48,555,13.38,-13.33,7.0,45.65
18748,MaykeyMajk,-0.46,526,10.9,-4.37,1.24,34.44
18826,McPartiZano,116.98,26983,12.49,21.68,3.89,49.19
18864,Mechanic1995,-11.21,5315,16.13,-10.55,2.77,44.63
18868,Meckey Harden,22.88,4528,14.75,25.27,4.08,53.17
18915,MelchiorF1,116.49,21347,16.5,27.28,2.05,44.72
18942,MEMOTIJ1,-2.3,2400,14.75,-4.79,1.34,31.62
19006,Metaponti,4.19,1842,17.52,11.37,1.75,46.21
19075,Michael@1647,-25.96,7955,14.78,-16.32,1.8,40.08
19086,MichaZimb,1.36,1609,12.15,4.23,3.19,40.0
19193,Mikaih,-1.89,1044,17.55,-9.05,3.57,49.54
19198,Mike Grib,9.68,2402,19.67,20.15,2.0,45.17
19207,Mike_gtfc,8.38,2739,18.06,15.3,2.02,44.01
19306,Mille1307,4.38,738,10.07,29.67,5.83,62.5
19327,Milzy14,-13.05,2408,17.35,-27.1,1.4,40.37
19340,Minakhat,26.63,12258,15.73,10.82,1.55,27.62
19416,mishabaranof,27.89,9123,15.27,15.29,1.49,32.0
19491,MITE139,-2.32,641,16.77,-18.1,2.15,45.51
19592,MMinnot68,-9.62,1062,19.07,-45.29,1.52,45.29
19623,modernexpo,14.2,3052,13.73,23.26,1.97,31.63
19639,moggeridge,-9.04,599,19.6,-75.46,1.78,45.81
19746,monstrrrik,22.13,10189,11.45,10.86,3.13,43.36
19758,Moonshain,2.92,1972,12.43,7.4,7.63,62.57
19762,moor7,10.79,1521,18.16,35.47,1.72,43.93
19775,Moquay1985,-0.88,1170,18.35,-3.76,3.31,59.21
19815,Morphine12,7.46,6787,16.56,5.5,1.81,40.76
19835,Moshniy,9.63,6979,10.96,6.9,3.4,51.58
19843,MoSVegaS999,14.14,7384,8.59,9.57,3.68,41.21
19873,Mowgli53175,-0.67,869,18.96,-3.86,3.13,56.18
19878,moñokill,7.43,688,18.31,54.0,1.83,38.1
19891,MPK-198,-4.52,2613,18.68,-8.65,1.11,30.49
19903,Mr DenSE,11.39,1963,15.16,29.01,2.51,43.47
19930,Mr.Brui,2.64,3621,18.4,3.65,2.21,41.01
19977,mr.van-ov,-3.83,1292,16.54,-14.82,2.31,44.69
19986,mr_expert1,38.89,12051,18.47,16.14,3.43,45.34
20009,mrchester907,-2.95,668,19.21,-22.08,2.21,46.24
20037,mrjapa1000,-3.98,1947,19.04,-10.22,1.97,38.79
20040,MrK_Leuven,2.7,5081,16.53,2.66,2.51,43.96
20052,MrMagicZ,13.97,4923,17.09,14.19,1.95,38.58
20065,MrP90X,1.43,3827,17.38,1.87,1.76,43.0
20078,mrrgas,20.27,6637,16.11,15.27,2.12,40.08
20095,MrSnuggles33,-13.94,1256,12.34,-55.49,6.66,76.3
20133,MSkorepa,-1.72,1577,15.18,-5.45,2.24,44.71
20154,mthrfckrjones,-0.08,1327,13.2,-0.3,2.36,49.62
20159,muaron,-3.62,2536,12.59,-7.14,1.88,42.04
20223,MuraBesPoker,25.23,16110,12.71,7.83,2.08,41.94
20227,Murari_Mauro,8.05,4469,17.54,9.01,2.71,50.65
20259,musa955,8.75,3641,19.21,12.02,4.39,53.23
20260,MusaiT,-0.4,4628,12.78,-0.43,2.02,43.68
20298,MWO57,-12.86,21852,14.81,-3.0,1.28,35.0
20302,MXLVI,6.83,5622,13.51,6.07,0.55,20.19
20310,Mycartonfish,-11.62,2395,16.59,-24.26,2.06,47.67
20337,MyTHaeBoka,21.73,10795,17.96,10.06,3.27,43.92
20356,n.niceone.e,-23.93,8981,17.43,-13.32,2.32,44.07
20408,nadokesh,29.32,30427,10.5,4.82,2.03,33.39
20464,Nankees,-6.02,514,13.31,-58.56,0.97,30.69
20472,napadac,-0.17,1162,19.13,-0.73,1.66,36.75
20488,nartykl,24.45,17696,15.14,6.91,5.58,56.61
20497,Nasuliini,-0.56,657,8.1,-4.26,2.38,42.47
20513,natasha535,6.57,2044,15.72,16.07,1.02,31.7
20570,NcFcGoldy96,20.99,3371,18.27,31.13,1.82,47.67
20631,neiroob 55,-12.51,2758,18.09,-22.68,0.6,22.19
20634,nejtrino1,6.42,1752,19.94,18.32,1.39,36.36
20679,Nepfion,11.71,14463,14.69,4.05,2.21,41.28
20698,Nesky111,6.59,994,17.05,33.15,1.79,45.61
20765,NGC4725,7.49,1991,11.35,18.81,1.91,31.7
20772,ni_k.o._0914,7.15,3492,14.68,10.24,1.28,30.99
20825,nicolaes129,10.71,2075,16.31,25.81,1.4,36.88
20826,Nicolai5115,9.31,2705,17.61,17.21,1.92,45.43
20880,nik3pal,-1.71,1288,13.07,-6.64,2.3,42.79
20901,Nikich23,30.73,6407,17.65,23.98,3.53,51.63
20954,nikolasky,5.12,668,18.89,38.32,1.21,37.78
21010,nippy20,1.41,1074,18.08,6.56,1.81,27.1
21044,NL_fish88,2.13,1511,11.93,7.05,1.28,36.09
21049,nlpoker999,8.47,3192,19.28,13.27,2.34,44.96
21058,nnamesn,-2.7,1056,18.39,-12.78,1.27,39.79
21064,No]I[bIk,7.38,4934,14.94,7.48,3.85,54.57
21097,Noir_cu'C,2.04,540,15.67,18.89,2.19,50.75
21100,noixa1308,3.7,1584,19.66,11.68,1.51,35.89
21119,nonfactor02,2.8,639,12.58,21.91,1.83,34.38
21134,nopo33,-3.78,736,19.7,-25.68,0.96,34.47
21138,noraemon,21.96,3355,15.84,32.73,1.93,41.15
21139,noraic,3.58,2254,16.49,7.94,2.03,44.88
21142,NordFreeze,0.7,16485,10.51,0.21,1.42,32.74
21210,npocToHuk,-2.16,877,19.75,-12.31,4.21,52.77
21230,ntmk3,6.02,2084,17.89,14.44,1.31,39.62
21314,oBENNIo,4.54,610,17.33,37.21,1.94,44.16
21347,ocrimus,51.6,16486,15.25,15.65,1.0,25.36
21372,oeggel,8.45,2517,12.54,16.79,1.69,36.69
21406,ohnitsoga,5.85,1443,19.97,20.27,1.51,33.76
21414,ojogador09,2.32,832,13.44,13.94,0.37,13.24
21432,okotokian1,20.01,9302,11.5,10.76,2.55,39.95
21441,Okyuhluhs,7.57,1008,17.45,37.55,2.15,47.35
21445,Olariusiese,-4.88,987,12.21,-24.72,2.48,40.91
21459,OldRasta1984,13.61,5889,15.97,11.56,1.9,41.69
21486,OlegKharkov,18.27,7237,14.31,12.62,2.77,42.09
21558,oluncleelroy,3.11,3021,12.38,5.15,1.72,32.85
21597,ondawarpaf,-13.05,2023,14.62,-32.25,1.36,38.6
21612,onepocketpro1,10.26,3698,9.89,13.87,1.66,39.04
21617,onis_uk,15.75,4594,16.36,17.14,2.5,52.11
21665,oredblue,7.29,1398,17.23,26.07,2.66,48.22
21686,orliani,1.49,1326,15.34,5.62,2.53,40.43
21704,osbiaso,3.21,530,11.53,30.28,4.75,43.18
21732,Ossenberg,-8.99,5094,11.08,-8.82,1.22,33.89
21789,ovidyu88,4.79,1266,10.83,18.92,1.86,43.39
21851,P37AS,13.51,1210,18.04,55.83,1.57,39.86
21903,padder555,-10.36,950,19.3,-54.53,1.83,38.34
21951,palio113,7.76,516,11.76,75.19,3.22,38.16
21963,pals700,3.36,666,14.98,25.23,2.0,33.96
21973,PampuLobboxX,45.54,5964,18.66,38.18,2.98,55.01
22001,panKastus,32.54,16573,16.51,9.82,2.66,45.31
22063,papusya,-6.26,611,18.81,-51.23,2.15,42.34
22064,Papyrus1981,19.54,1067,17.86,91.57,2.98,50.35
22074,Pardoz200,0.86,4327,17.41,0.99,1.03,32.43
22079,Parker09SA,57.64,25140,19.61,11.46,1.34,32.08
22123,pastori68,9.01,3814,17.08,11.81,4.5,57.2
22152,patric0210,-6.23,944,16.36,-33.0,3.64,52.04
22190,PaulEKB,-6.73,4298,17.88,-7.83,2.85,50.86
22230,PauPaulino,1.79,2588,16.54,3.46,2.38,46.78
22305,pdiddly22,13.34,9682,17.06,6.89,0.94,24.86
22382,pekka0055,1.95,1664,13.77,5.86,1.3,32.47
22415,pepetripero,-4.04,631,19.65,-32.01,1.7,44.57
22433,Perdel Mechtami,-5.91,955,18.09,-30.94,1.19,31.36
22435,perec2,1.04,583,13.69,8.92,2.18,36.36
22533,pewpewstasik,32.32,10331,12.84,15.64,2.86,42.89
22563,PhatPanda420,-17.87,1641,14.74,-54.45,1.56,39.26
22587,Philjongil365,-2.64,1279,15.18,-10.32,4.95,65.36
22591,Philosophos,-1.83,1768,18.31,-5.18,2.79,47.15
22593,PhilSharples,3.19,5761,18.24,2.77,3.16,50.67
22595,Phneo,0.87,621,15.32,7.0,1.56,35.9
22615,pIay2kiLL,9.24,10325,16.88,4.47,6.8,58.94
22684,pinbotani,15.91,1979,14.7,40.2,2.29,41.94
22731,pirognoe777,42.02,9182,13.8,22.88,3.13,48.77
22738,pissant50844,-5.83,3856,16.16,-7.56,5.37,65.95
22773,pjjemmett,-3.11,918,16.92,-16.94,1.52,40.57
22785,PKRSneGKoF,-6.49,711,18.57,-45.64,3.79,56.68
22786,pksv333,6.33,3201,11.04,9.89,3.09,37.04
22827,pleasenono,-3.67,5500,17.18,-3.34,2.4,47.61
22872,pocket65536,4.95,555,13.64,44.59,2.19,47.92
22909,pokemaobr,-1.72,621,18.93,-13.85,2.84,52.59
22948,PokerDog247,-3.6,525,17.59,-34.29,1.48,35.25
22952,Pokererwertas,4.83,1500,12.36,16.2,2.76,44.35
22953,pokereule754,9.18,9696,16.59,4.73,0.81,20.13
22957,Pokerfox68,-3.24,5771,16.27,-2.81,3.05,49.61
22986,PokerManVad,4.72,1027,11.46,22.98,2.16,43.26
23048,PolinaKRS,-6.94,2081,9.28,-16.67,2.27,46.48
23059,polly727,12.39,5445,13.75,11.38,2.21,44.4
23065,POLYAKOV713,-4.68,2171,18.9,-10.78,3.46,54.25
23071,Poming,-4.14,9935,19.94,-2.08,1.18,30.36
23097,Popish,2.07,844,17.1,12.26,3.25,52.0
23102,popper96,-3.79,914,13.58,-20.73,4.6,54.44
23134,postfuchs1,-1.45,1711,8.56,-4.24,0.81,25.89
23219,PreWis,10.62,2474,13.67,21.46,1.45,35.79
23279,Project2022,0.03,1868,18.85,0.08,2.64,49.23
23299,prost09,12.28,6354,13.52,9.66,1.62,43.5
23305,Protopartorg,2.33,1821,15.88,6.4,1.85,38.41
23365,Ptogreenb,-0.94,658,11.43,-7.14,3.5,49.56
23407,purplebux,4.46,879,18.31,25.37,3.03,50.72
23415,pushcastru,-6.04,519,9.44,-58.19,0.72,22.03
23438,pvd44443,8.5,1496,9.68,28.41,3.91,53.31
23484,QcDream,9.47,941,18.89,50.32,1.46,30.8
23487,qelli_rush,-3.19,778,15.89,-20.5,1.72,46.95
23563,qw303,0.35,614,14.97,2.85,1.54,30.58
23655,Radderz22,-4.4,866,12.53,-25.4,3.05,47.06
23774,rake23,-0.28,9323,13.16,-0.15,1.91,33.88
23777,Rakkon93,14.04,3329,14.97,21.09,3.72,57.3
23802,RAMARAIDER,0.13,521,14.62,1.25,2.13,45.79
23834,ramstein007,-15.72,4556,17.33,-17.25,1.84,34.7
23881,rasfelippe,11.97,1903,17.94,31.45,1.58,39.11
23883,Rashid72r442,2.43,1384,17.09,8.78,1.66,42.24
23921,RaulGBL,33.09,9780,17.65,16.92,1.7,40.46
23995,rdGarlic,-0.91,1254,17.58,-3.63,5.71,71.74
24020,realmadrid18win,8.06,5847,16.57,6.89,0.96,22.85
24039,Red Viper101,9.5,22007,8.18,2.16,2.27,37.5
24059,RedLarizo,14.6,4065,16.05,17.96,1.69,38.86
24060,Redmag666,49.14,7990,15.53,30.75,1.32,33.19
24098,Regent767,-0.9,2356,11.23,-1.91,0.99,22.28
24135,RelWorp,0.29,790,11.0,1.84,9.57,67.68
24193,RennezTKD,1.65,1729,17.43,4.77,6.0,57.21
24194,rennie.andy,21.55,2664,15.22,40.45,3.59,46.79
24232,ret7,-6.12,4621,16.97,-6.62,2.19,42.66
24259,reynalyn,-14.22,14993,19.12,-4.74,2.43,32.69
24269,rfirfibyvb[f,6.0,6063,16.2,5.23,1.45,37.3
24327,RichHol,8.69,2960,18.24,14.68,2.12,38.31
24379,Riflman_RR,-2.42,1861,19.66,-6.5,1.21,28.97
24392,Rikarduss,12.78,6477,17.09,9.87,1.69,31.01
24404,rimeskaters,0.2,595,19.8,1.68,1.04,30.86
24439,RISTERIPERI,2.78,3936,15.9,3.53,1.77,41.68
24449,rittaadee,1.58,669,14.2,11.81,1.65,41.79
24475,rjeg333,61.52,9446,18.91,32.56,1.48,35.85
24490,rmann24,-9.09,7536,13.55,-6.03,1.46,28.12
