,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
8687,Edhunter23,-3.69,78,65.38,-236.54,1.73,53.61
8688,Edi.Baleeiro,1.07,62,22.58,86.29,3.5,60.87
8689,edi007770,-0.3,289,35.89,-5.19,4.23,60.0
8690,edi171717,1.28,89,25.0,71.91,1.0,30.56
8691,EdiiinhoNetto,-1.56,19,94.74,-410.53,1.67,45.45
8692,edik111666,2.15,200,14.65,53.75,0.79,34.38
8693,Edik1510,-1.81,6,66.67,-1508.33,,100.0
8694,Edik_RussaK95,-2.02,16,56.25,-631.25,0.14,7.69
8695,edilanbewangel,20.11,728,46.01,138.12,3.32,53.16
8696,edilson.vil8,-8.19,50,80.0,-819.0,1.27,47.27
8697,EDISONLUI,-3.6,18,83.33,-1000.0,1.0,35.71
8698,edivaldo1009,-0.83,648,44.96,-6.4,1.11,32.51
8699,edivaldo637,-3.57,514,40.2,-34.73,0.98,24.23
8700,edivan007,1.06,31,38.71,170.97,5.0,38.46
8701,edivan16,-1.58,32,62.5,-246.87,1.0,34.78
8702,EdKnock,1.36,8,87.5,850.0,1.0,38.46
8703,edmilsonkgt,-1.35,96,36.84,-70.31,2.0,52.63
8704,edmmar979,0.1,42,14.29,11.9,6.0,75.0
8705,edmurperuibe,-2.26,53,24.53,-213.21,0.4,19.05
8706,EdmuundaS,-2.26,25,64.0,-452.0,0.3,12.0
8707,edo4hy,-7.79,280,60.22,-139.11,2.61,54.93
8708,EdogPlays,-3.67,295,48.45,-62.2,2.37,49.22
8709,EdOliveira84,-0.11,18,66.67,-30.56,2.5,33.33
8710,EdoPokerStars,2.67,283,25.8,47.17,1.93,48.15
8711,edoschenko,6.74,2646,17.37,12.74,1.77,34.87
8712,EdPancho,-1.95,50,82.0,-195.0,0.48,25.4
8713,edpoker2020,-24.65,2527,14.09,-48.77,2.23,44.93
8714,edpssitk,0.08,3,33.33,133.33,,100.0
8715,EdsonAlabama,0.37,10,66.67,185.0,,83.33
8716,Edu Cipriano,-1.2,31,67.74,-193.55,1.89,58.62
8717,Edu lins,-7.81,739,46.26,-52.84,1.93,42.86
8718,edu-6926,-0.72,6,16.67,-600.0,0.0,0.0
8719,edu-indio00,2.43,22,59.09,552.27,4.0,33.33
8720,edu007180,-0.75,994,37.0,-3.77,3.17,57.28
8721,Edu_k1,-0.95,15,33.33,-316.67,0.8,33.33
8722,eduansg1,-0.07,7,28.57,-50.0,,40.0
8723,Eduard.t11,-1.18,5,100.0,-1180.0,4.5,75.0
8724,Eduard4521,-1.63,14,35.71,-582.14,,85.71
8725,EDUARDMEJIA,0.98,66,45.45,74.24,1.05,36.36
8726,Eduardo Baena,0.71,6,33.33,591.67,1.0,50.0
8727,Eduardo S182,-1.35,69,27.94,-97.83,1.5,37.5
8728,eduardo0983800,-1.65,23,95.65,-358.7,0.92,31.43
8729,eduardo66174,-8.79,11,100.0,-3995.45,6.5,86.67
8730,Eduardo_Jund,0.26,58,20.69,22.41,1.83,45.83
8731,EduardoAvM18,-1.9,18,44.44,-527.78,0.75,30.0
8732,Eduardocasa,-0.54,13,61.54,-207.69,0.22,15.38
8733,EduardoDX10,-2.25,105,54.29,-107.14,5.86,61.19
8734,EduardoGMachado,-3.29,369,51.09,-44.58,1.7,45.33
8735,eduardohorst21,0.37,8,12.5,231.25,0.5,33.33
8736,eduardolnog,-1.39,25,48.0,-278.0,3.0,52.17
8737,EduardoMM,-0.98,195,35.57,-25.13,3.15,50.62
8738,eduardope556,-0.54,38,52.63,-71.05,0.67,26.09
8739,EduardoSenaSP,-0.62,4,50.0,-775.0,0.0,0.0
8740,eduart hoxha,-3.33,47,53.19,-354.26,0.43,20.0
8741,Edubravos,-0.64,16,43.75,-200.0,0.67,20.0
8742,Educidrao,0.54,57,48.21,47.37,1.71,48.98
8743,edugd86,-0.13,10,70.0,-65.0,0.5,14.29
8744,edugongra,-6.14,767,54.61,-40.03,2.73,52.37
8745,edugracher1,-4.64,41,53.66,-565.85,3.11,70.0
8746,eduk1202,-0.94,69,55.07,-68.12,2.5,47.62
8747,edul0011,0.37,235,47.23,7.87,1.97,46.1
8748,edupss,-0.44,10,50.0,-220.0,0.0,0.0
8749,edurdobunda,-3.6,7,57.14,-2571.43,3.0,50.0
8750,edusoares69,-0.37,421,42.82,-4.39,2.05,46.25
8751,Edusparkn,-2.22,1379,31.56,-8.05,1.87,47.26
8752,edussalgado,-3.73,42,36.59,-444.05,3.0,55.56
8753,eduvidal1976,1.65,7,71.43,1178.57,0.67,22.22
8754,EduxX98,-1.95,37,44.44,-263.51,7.5,78.95
8755,eduzinflush,-5.03,87,79.31,-289.08,0.89,38.18
8756,Edvard821,2.05,560,36.22,18.3,1.12,33.21
8757,Edvinas330,0.04,13,38.46,15.38,1.0,33.33
8758,edvinbenim,0.17,3,100.0,283.33,0.0,0.0
8759,EdVince1970,-2.78,2798,27.19,-4.97,0.88,29.43
8760,edw2022,0.23,177,55.37,6.5,1.44,43.06
8761,edw2056,-1.6,10,70.0,-800.0,1.5,54.55
8762,Edward012009,1.33,657,21.44,10.12,1.03,26.14
8763,edwardo.hg,-2.78,72,50.0,-193.06,5.44,75.38
8764,EdwinRH16,0.08,39,30.77,10.26,4.33,59.09
8765,edy2199,-0.14,14,85.71,-50.0,1.22,50.0
8766,edymnyfan,-1.59,90,45.56,-88.33,0.94,32.69
8767,edyp18,-1.0,16,75.0,-312.5,0.0,0.0
8768,Edyszek,0.22,45,31.82,24.44,1.2,35.29
8769,Eeaaw,-38.61,1468,56.16,-131.51,1.28,40.59
8770,eemikx,1.99,12,25.0,829.17,4.0,80.0
8771,eemil444,-3.8,321,33.13,-59.19,2.17,55.91
8772,Eerdene1234,-1.36,67,25.37,-101.49,0.41,23.33
8773,eeri00,0.15,18,44.44,41.67,1.25,45.45
8774,eesus421,-0.02,3,0.0,-33.33,0.0,0.0
8775,EezK,-0.4,12,75.0,-166.67,5.0,83.33
8776,EF1379,-0.3,79,24.36,-18.99,,50.0
8777,EFCSantos,-2.94,42,54.76,-350.0,7.33,61.11
8778,eFernandes92,-6.68,189,44.92,-176.72,4.04,63.13
8779,Efi210,-0.33,777,19.95,-2.12,1.05,34.52
8780,EFIMOFF82,-1.68,33,39.39,-254.55,2.33,46.67
8781,efimov56,1.71,769,42.99,11.12,0.2,10.0
8782,Efimovich_V,-0.14,169,47.62,-4.14,4.4,70.97
8783,efimych55,-1.3,58,68.97,-112.07,3.37,45.76
8784,efiopski088,-1.46,64,67.19,-114.06,0.64,22.58
8785,efix2222,-0.22,3,66.67,-366.67,,60.0
8786,efmskkmk,-0.27,60,34.48,-22.5,1.67,40.0
8787,efrainchavez,-1.18,40,42.5,-147.5,1.5,42.86
8788,efren5644,-0.77,91,13.19,-42.31,1.0,27.27
8789,Efrensillo,1.5,59,49.15,127.12,2.0,45.83
8790,eftimis,-0.68,10,20.0,-340.0,1.0,25.0
8791,ega2002321,1.63,73,56.16,111.64,2.09,46.0
8792,egalewtis,0.16,51,29.41,15.69,2.67,47.06
8793,EgarCC1992,-22.04,473,72.82,-232.98,1.36,46.2
8794,egberdo,-0.83,272,27.68,-15.26,0.78,22.58
8795,Eggator2012,-17.27,3367,30.82,-25.65,1.34,36.52
8796,EggCalledTed,0.96,54,24.53,88.89,2.67,38.1
8797,Eggie212,-1.03,48,70.83,-107.29,3.6,58.06
8798,EgilOdd,-1.15,18,44.44,-319.44,1.67,45.45
8799,egis666,1.57,158,10.83,49.68,1.67,27.78
8800,EGITO88,-0.8,3,66.67,-1333.33,0.0,0.0
8801,egluk,-0.67,39,25.64,-85.9,0.4,15.38
8802,EGOiST1991,-2.49,111,68.18,-112.16,1.24,32.98
8803,Egomaniac21,-1.36,42,42.86,-161.9,4.0,46.15
8804,egomontana,12.22,4574,22.68,13.11,1.45,39.74
8805,egon19,-1.03,172,44.19,-29.94,1.23,33.33
8806,Egon_Olsen1964,-3.76,3144,38.05,-5.98,2.97,50.56
8807,egor eger,-0.19,6,50.0,-158.33,1.0,25.0
8808,Egor Kuzn027,-0.62,30,60.0,-103.33,1.5,36.0
8809,EGOR-OREN56,-2.02,207,49.51,-48.79,0.81,33.92
8810,egor1982778,-1.74,93,42.39,-93.55,0.42,18.64
8811,Egor24,1.28,425,16.94,15.06,1.4,33.33
8812,Egor32187819,-0.74,41,39.02,-90.24,,100.0
8813,Egor4434,-2.0,9,33.33,-1111.11,,50.0
8814,egor4837,0.05,3,0.0,83.33,,100.0
8815,egor_chech,3.26,49,79.59,332.65,1.15,30.0
8816,Egor_trader,-1.71,86,23.26,-99.42,3.75,53.57
8817,egorbeton,-1.44,33,54.55,-218.18,1.14,33.33
8818,egorchikkid,1.82,23,39.13,395.65,1.67,41.67
8819,EgorHip,-0.41,10,60.0,-205.0,0.8,36.36
8820,Egorik7293,-0.77,85,61.18,-45.29,1.17,36.49
8821,Egorkass0619,-1.57,112,27.03,-70.09,2.71,46.34
8822,Egormsk884,0.76,1200,42.86,3.17,3.16,55.67
8823,egorrusvng,1.26,20,73.68,315.0,0.71,27.78
8824,egoryaresh,-0.04,1,0.0,-200.0,0.0,0.0
8825,EGPacheco,-4.73,136,25.0,-173.9,1.16,38.6
8826,egress83,-4.24,67,40.3,-316.42,3.0,42.86
8827,egreszaktom,-1.0,23,56.52,-217.39,2.0,41.67
8828,egwyn93,-0.12,11,27.27,-54.55,,25.0
8829,EgyenesBanan,-1.6,17,52.94,-470.59,5.0,38.46
8830,ehbemoberal,-0.93,108,36.11,-43.06,1.28,36.51
8831,ehjohnny,-1.6,8,37.5,-1000.0,,33.33
8832,EHKAY1,0.7,248,45.31,14.11,2.33,46.39
8833,EHohmach,0.91,46,54.35,98.91,1.62,43.33
8834,Ehri2k,-12.39,2669,30.14,-23.21,0.94,31.45
8835,Ehrlik,-12.87,924,54.72,-69.64,0.84,30.93
8836,EhsanYa,-0.19,12,75.0,-79.17,0.0,0.0
8837,ehsizz,-0.07,2,0.0,-175.0,0.0,0.0
8838,Eichenboden,-0.08,3,33.33,-133.33,0.0,0.0
8839,Eichy63,4.02,870,34.72,23.1,1.3,34.38
8840,Eicki78,-2.44,172,24.56,-70.93,3.87,53.45
8841,Eighcehole,-3.31,156,25.16,-106.09,2.15,52.83
8842,eimuutis,-0.5,35,41.18,-71.43,1.8,45.0
8843,eingW,-7.76,74,89.19,-524.32,1.7,49.56
8844,einIrrer75,-0.03,2,0.0,-75.0,0.0,0.0
8845,Einstein6123,1.53,1089,28.51,7.02,1.98,43.61
8846,Einti1967,0.29,10,40.0,145.0,,33.33
8847,eirih_67,-1.62,140,30.0,-57.86,2.89,50.0
8848,eirini30,1.19,88,68.18,67.61,1.41,40.79
8849,Eisblume23,-5.41,221,60.63,-122.4,0.68,27.66
8850,Eisenadler15,-2.95,456,26.43,-32.35,1.15,41.09
8851,Eishockey47,0.06,5569,28.68,0.05,1.49,37.11
8852,Eivenhoe,-0.87,12,16.67,-362.5,0.0,0.0
8853,ejik2017,-4.0,38,97.37,-526.32,0.8,22.22
8854,EJMaleren,1.77,570,39.33,15.53,1.14,37.65
8855,ejp99,-0.91,1008,16.19,-4.51,3.02,56.5
8856,ejt888333,-0.23,8,12.5,-143.75,,100.0
8857,ejukkkk21,0.29,6,66.67,241.67,1.0,50.0
8858,Ekakin,-1.39,12,83.33,-579.17,1.75,41.18
8859,ekaterina977,1.61,256,24.51,31.45,4.27,58.02
8860,ekim wonppol,1.43,110,39.81,65.0,3.33,59.7
8861,ekimdog77,0.06,98,41.84,3.06,1.0,36.36
8862,Ekkmakarek,-1.6,5,40.0,-1600.0,,80.0
8863,Ekko51,-1.95,71,43.66,-137.32,3.17,50.0
8864,Eklektos69,-1.94,33,36.36,-293.94,1.11,41.67
8865,Ekololajo,-4.67,40,47.5,-583.75,0.85,36.67
8866,ekpress887,-1.93,48,68.75,-201.04,0.96,38.71
8867,Ekshli,-6.54,652,19.57,-50.15,2.65,52.78
8868,EKSZONKA,1.92,31,93.55,309.68,4.12,64.71
8869,ekxplycit,-1.03,10,40.0,-515.0,1.0,28.57
8870,El Alarcran,-0.89,14,57.14,-317.86,1.6,53.33
8871,el bartO2463,-2.71,86,51.16,-157.56,1.29,38.57
8872,El Burnell,-1.0,3,66.67,-1666.67,0.0,0.0
8873,el cani1234,0.94,244,66.67,19.26,1.44,40.2
8874,El Cocasmx,8.72,1188,56.64,36.7,1.88,43.79
8875,el duce89,-1.27,7,57.14,-907.14,6.0,66.67
8876,el fuerte magic,-6.91,26,84.0,-1328.85,1.67,55.56
8877,El Golum,3.49,61,42.62,286.07,0.6,21.95
8878,El Gordon 2,-4.94,53,79.25,-466.04,0.71,22.22
8879,El Iriarte,0.56,41,29.27,68.29,4.0,30.77
8880,El Manske,13.9,1631,16.95,42.61,2.95,36.69
8881,el mejor3665,-1.05,137,41.91,-38.32,1.03,38.46
8882,EL NINO 0411,-0.54,172,16.57,-15.7,0.92,27.5
8883,El Pera 1,0.01,18,44.44,2.78,0.5,18.18
8884,el Peyserino,-2.87,179,43.26,-80.17,11.83,71.72
8885,El Supermano,-1.7,4,75.0,-2125.0,1.0,33.33
8886,El'Sikora,-1.77,1634,19.41,-5.42,4.22,51.46
8887,El_arqui_25,-1.92,3,66.67,-3200.0,,100.0
8888,el_borba_gato,1.06,145,28.97,36.55,1.1,35.94
8889,El_diablo115,-1.0,12,16.67,-416.67,,33.33
8890,el_diez_or,-5.13,421,31.89,-60.93,1.18,32.22
8891,El_Djuro,0.41,26,50.0,78.85,5.5,57.89
8892,el_tchatcho,-1.61,975,42.52,-8.26,1.39,44.46
8893,elah45,-0.2,187,15.05,-5.35,3.75,42.86
8894,ElaKaiPou,0.19,1639,20.53,0.58,2.91,56.55
8895,elano921,-1.2,134,31.58,-44.78,5.17,59.62
8896,ELArmando7,3.95,32,53.13,617.19,6.0,60.0
8897,elautentic42,-5.03,101,49.0,-249.01,1.61,43.28
8898,elbergomes,0.61,37,21.62,82.43,1.4,53.85
8899,elberx02,1.98,81,52.5,122.22,1.31,38.64
8900,Elbuns752,-0.05,5,20.0,-50.0,0.0,0.0
8901,elbusy2685674,0.13,50,46.0,13.0,14.0,53.85
8902,Elc0mandat3,-0.3,2981,15.21,-0.5,1.34,34.37
8903,ElCapitan026,-0.72,159,21.52,-22.64,5.17,64.58
8904,elcarcajou,3.82,125,29.6,152.8,1.57,38.6
8905,ElCepon,0.05,5,60.0,50.0,1.0,33.33
8906,elcheradikal,0.03,3,33.33,50.0,0.33,20.0
8907,elChipLead3r,0.93,640,15.16,7.27,3.13,46.53
8908,Elconan92,-1.07,13,23.08,-411.54,1.0,25.0
8909,elcousto76,6.58,387,29.97,85.01,3.15,55.56
8910,elcuervo1985,1.09,101,21.0,53.96,2.37,57.58
8911,ElCurandero21,1.51,133,35.61,56.77,1.92,39.68
8912,Eldanr,2.0,110,61.47,90.91,5.69,69.16
8913,eldiablo7756,-2.16,38,31.58,-284.21,2.6,61.9
8914,Eleanorav8,-0.33,35,41.18,-47.14,4.0,54.55
8915,Electric Peanut,0.6,43,37.21,69.77,1.14,36.36
8916,electric2261,0.35,85,16.47,20.59,8.0,53.33
8917,ElectroRocker,-1.39,3,66.67,-2316.67,,100.0
8918,elefix197,-0.52,21,33.33,-123.81,0.2,12.5
8919,elegancy7,-0.68,9,55.56,-377.78,1.5,27.27
8920,elegans5,-2.39,30,76.67,-398.33,1.23,40.0
8921,ELEGREND,-2.04,2642,31.5,-3.86,1.89,46.61
8922,elek556,0.01,9,66.67,5.56,,50.0
8923,ELEKTRONIK 2,-0.21,39,25.64,-26.92,2.33,58.33
8924,Element6ix9ine,-0.45,16,25.0,-140.62,0.0,0.0
8925,ElementDRFT2,0.56,955,26.32,2.93,2.67,53.5
8926,Elements321,-4.5,25,72.0,-900.0,4.5,75.0
8927,elementsfour,-0.83,86,32.56,-48.26,1.78,47.06
8928,ElementVW,0.76,66,28.79,57.58,1.8,37.5
8929,elenkost,0.05,14,57.14,17.86,1.57,50.0
8930,Eleona666,-0.38,36,25.0,-52.78,2.0,47.06
8931,Elessar1994,1.22,40,55.0,152.5,5.75,71.88
8932,Elexive,2.55,142,32.62,89.79,4.11,57.81
8933,Elflaco9916,-1.6,32,53.13,-250.0,5.33,64.0
8934,elg104,3.52,211,27.14,83.41,2.14,41.1
8935,ElGeAndr13,-0.8,12,41.67,-333.33,2.0,44.44
8936,ElGinoo1,67.1,37864,17.91,8.89,4.21,51.32
8937,elgo2210,-4.25,85,58.33,-250.0,2.33,56.76
8938,elgoldenboymgk,-1.78,62,48.39,-143.55,2.33,42.42
8939,ElGregovic,0.95,85,23.53,55.88,5.25,72.41
8940,Eli20000107,0.19,27,74.07,35.19,2.43,62.96
8941,elia198961,-0.87,7,100.0,-621.43,1.25,45.45
8942,eliane1986,-2.32,1570,22.78,-7.39,2.49,42.52
8943,eliaquim99,1.76,42,53.66,209.52,3.29,65.71
8944,elias1108287,-1.0,14,21.43,-357.14,2.0,33.33
8945,elias210317,-7.2,39,87.18,-923.08,2.87,68.25
8946,elias329,-0.38,14,71.43,-135.71,9.0,64.29
8947,EliasDSNeto,-2.23,13,76.92,-857.69,0.29,13.33
8948,ELIASJR2901,-0.03,2,0.0,-75.0,0.0,0.0
8949,eliassos,-0.01,1,0.0,-50.0,0.0,0.0
8950,elibermar,1.48,93,19.57,79.57,0.38,15.79
8951,elielgg,-0.8,12,50.0,-333.33,9.0,81.82
8952,eliev,-0.21,93,26.09,-11.29,2.56,54.76
8953,EliFilho55,-3.25,78,37.66,-208.33,0.85,31.43
8954,Elijahhs,-0.02,1,0.0,-100.0,0.0,0.0
8955,elimitova123,-1.51,8,100.0,-943.75,1.33,50.0
8956,ElinaBorweva,-3.71,57,42.11,-325.44,0.6,23.68
8957,EliotPeace,6.48,80,58.75,405.0,4.08,65.33
8958,eliottbrown,-1.04,2,100.0,-2600.0,,66.67
8959,Elisei#17/25,-0.05,25,24.0,-10.0,2.0,33.33
8960,Elitesoldat1,2.25,4518,21.76,2.49,2.68,48.96
8961,elivanjunior,0.18,35,38.24,25.71,13.0,76.47
8962,eLjaH2,-0.03,1,0.0,-150.0,0.0,0.0
8963,Elkay21,-0.46,14,85.71,-164.29,4.0,25.0
8964,ellaella604,0.42,9,66.67,233.33,1.5,30.0
8965,elledestiny018,-3.02,90,68.54,-167.78,1.69,52.13
8966,ElleryDrew,0.65,74,48.65,43.92,0.75,35.59
8967,ElliotiBandito,-0.03,8,0.0,-18.75,0.0,0.0
8968,ellisaovhull87,-1.6,7,28.57,-1142.86,4.0,66.67
8969,Elltt655,-1.03,41,41.46,-125.61,4.2,61.76
8970,ellusch19,-0.13,6,66.67,-108.33,,66.67
8971,Elma1ster,-0.22,8,75.0,-137.5,0.5,20.0
8972,elmadrile466,1.49,1073,23.76,6.94,1.87,46.2
8973,elmagoRafaa,-0.15,16,26.67,-46.87,0.0,0.0
8974,elmaneke,-2.08,100,25.0,-104.0,1.62,43.33
8975,elmasporongo,1.94,840,37.84,11.55,2.31,47.04
8976,ELMASTROLAZO,2.07,71,17.14,145.77,2.0,50.0
8977,Elmirsar,-0.9,5,100.0,-900.0,3.0,60.0
8978,elmono234,-0.14,1,100.0,-700.0,0.0,0.0
8979,ElNatelce,0.27,3,66.67,450.0,,100.0
8980,elnegroasas,-3.72,837,17.61,-22.22,1.47,37.29
8981,ELNINIO LAMA,0.45,16,25.0,140.62,,66.67
8982,ELOELO69,-2.48,42,33.33,-295.24,1.83,47.83
8983,eloy 7777,-2.07,63,60.32,-164.29,1.25,40.32
8984,Elpacho1994,-4.72,388,33.25,-60.82,1.9,41.08
8985,elpatron$275,0.43,23,63.64,93.48,5.0,50.0
8986,elpela2000,-2.54,150,21.09,-84.67,1.33,33.33
8987,elperrino9695,-3.08,178,25.99,-86.52,3.83,61.33
8988,elperromauro79,-2.04,535,53.58,-19.07,1.24,34.4
8989,ElPetrones,-1.85,16,87.5,-568.75,1.37,47.83
8990,elpidiobezerra,-0.49,5,80.0,-490.0,0.0,0.0
8991,Elpoldo55,-0.08,12,33.33,-33.33,1.5,37.5
8992,ElProfesor35,-1.66,27,59.26,-307.41,1.86,52.0
8993,ElReyLuVer,-0.32,20,36.84,-80.0,9.0,81.82
8994,elrinconpato,-2.95,63,23.81,-234.13,1.56,50.0
8995,ElRubberSoul,1.28,7,28.57,914.29,,100.0
8996,Elrus90,6.76,1746,15.54,19.36,1.4,38.96
8997,ElSeba808,-2.18,176,36.36,-61.93,3.64,50.5
8998,elseniormanu,-0.01,1,0.0,-50.0,0.0,0.0
8999,ELSIE84,-0.65,19,57.89,-171.05,0.14,5.88
9000,ElSol2803,0.87,51,66.0,85.29,1.18,32.5
9001,elsonx,-1.41,8,87.5,-881.25,2.0,66.67
9002,elsstav,-0.8,8,50.0,-500.0,,75.0
9003,Elton197051,-0.62,16,87.5,-193.75,2.0,58.82
9004,EltonAlve628,-0.8,4,75.0,-1000.0,1.0,50.0
9005,ElTony45,-0.68,35,51.43,-97.14,1.8,52.94
9006,ElTuyau,2.79,18,33.33,775.0,3.0,50.0
9007,eltville777,-1.6,23,54.55,-347.83,1.5,33.33
9008,ELUCIUS27,0.42,104,30.77,20.19,4.83,64.44
9009,Elvanearaujo,1.33,1177,51.24,5.65,1.2,38.4
9010,Elvis kevin,0.3,482,39.87,3.11,1.47,38.25
9011,elvisjohansson,0.2,511,50.0,1.96,1.22,32.95
9012,ElvisMANTISS69,-1.91,50,58.0,-191.0,1.8,45.0
9013,ElVittorio666,-7.75,64,73.44,-605.47,0.85,31.43
9014,elykb,-3.29,71,36.62,-231.69,3.0,63.83
9015,elyonpp,-4.77,166,80.61,-143.67,1.18,30.2
9016,elzin_boris,-0.25,50,60.0,-25.0,4.0,31.58
9017,Em1512,-0.07,1,100.0,-350.0,0.0,0.0
9018,ema0308,-0.1,1559,15.71,-0.32,1.82,42.33
9019,Emaallin10,0.63,36,40.0,87.5,3.0,37.5
9020,emacm5,0.23,42,61.9,27.38,1.29,46.81
9021,emailvgoo,-0.63,605,23.51,-5.21,1.19,35.58
9022,Eman Jackson 33,-2.27,31,58.06,-366.13,1.0,34.78
9023,emanuelmenezes,-0.65,12,25.0,-270.83,,100.0
9024,Embalafarps,0.77,20,70.0,192.5,2.67,57.14
9025,EmBee91,0.65,37,48.65,87.84,1.4,31.82
9026,embezel,2.31,133,46.97,86.84,2.3,57.41
9027,embrun02,-1.27,3363,31.37,-1.89,1.34,35.91
9028,emchampion,-3.02,301,39.06,-50.17,1.27,33.57
9029,Emelangen,-1.13,42,50.0,-134.52,1.62,48.15
9030,EMERCOM31,-0.31,287,43.31,-5.4,2.62,55.11
9031,Emetzu,0.91,136,26.67,33.46,7.67,51.11
9032,emikoasa,0.18,23,34.78,39.13,0.43,25.0
9033,emil9112,-1.6,13,69.23,-615.38,0.58,31.82
9034,emil973k,3.15,108,72.22,145.83,1.22,45.83
9035,emil9916,-2.81,24,75.0,-585.42,0.4,20.69
9036,Emil_K000,0.84,3,66.67,1400.0,0.0,0.0
9037,Emil_Kofoed,-1.64,6,50.0,-1366.67,3.33,76.92
9038,emildriga04,-2.0,25,62.5,-400.0,1.0,41.18
9039,emileuro,-0.09,4,25.0,-100.0,0.0,0.0
9040,emilio991,-10.54,990,25.51,-53.23,2.37,50.0
9041,emiliospoker,3.43,716,19.18,22.0,2.48,39.81
9042,EmillyStrang,-0.08,12,0.0,-33.33,0.0,0.0
9043,emir438,-4.15,64,89.06,-324.22,1.29,40.0
9044,Emiralt,0.09,6,50.0,75.0,,50.0
9045,emirso,-1.19,42,45.0,-141.67,3.0,42.86
9046,emllik38,-4.39,41,85.0,-535.37,1.5,46.55
9047,Emma.C97,1.26,13,46.15,484.62,1.33,50.0
9048,emma44653,-0.1,532,47.74,-0.94,0.76,31.09
9049,Emma93224,0.19,17,70.59,55.88,4.0,66.67
9050,emma96216,-0.04,64,60.94,-3.12,3.17,50.0
9051,EMMETMEMMET,-0.5,12,41.67,-208.33,0.75,33.33
9052,emmett30207,-2.82,117,93.04,-120.51,1.15,42.46
9053,Emmi_9426,-1.6,15,66.67,-533.33,2.6,65.0
9054,emmmapoker10,1.86,8,62.5,1162.5,3.0,50.0
9055,Emmst,4.59,336,23.28,68.3,2.29,50.0
9056,emo808,-4.83,100,82.65,-241.5,1.84,48.92
9057,emoncek,-1.8,11,72.73,-818.18,1.17,43.75
9058,Emporius8,0.25,4,50.0,312.5,1.0,33.33
9059,emrekocyigit,-4.48,44,74.42,-509.09,1.33,48.48
9060,emtodd,-2.2,49,46.94,-224.49,1.29,33.33
9061,en.o.3,0.7,331,21.88,10.57,2.1,47.73
9062,Enari,-3.5,66,25.76,-265.15,1.0,25.0
9063,Encapsulate18,-6.57,82,35.37,-400.61,1.47,45.83
9064,enchevatova,-1.35,62,59.68,-108.87,0.32,16.33
9065,encOreeeee,-1.91,5,60.0,-1910.0,,100.0
9066,Endarc,-0.08,21,80.0,-19.05,4.0,50.0
9067,Enders2003,-1.25,44,58.14,-142.05,1.0,31.25
9068,endeudado,1.39,409,17.24,16.99,2.67,48.0
9069,EndlesS34,-3.34,214,27.36,-78.04,1.0,26.56
9070,Endor80,4.68,9726,21.09,2.41,2.92,41.41
9071,Endrew Nunes,-5.06,107,53.85,-236.45,5.67,75.0
9072,endry08,1.91,525,33.72,18.19,3.8,55.88
9073,ends18,-1.56,318,46.35,-24.53,5.25,56.45
9074,Endy Jenkins,-1.37,46,56.52,-148.91,11.0,62.86
9075,Endymion37,-0.14,11,54.55,-63.64,0.5,25.0
9076,enebrados,-0.67,40,48.72,-83.75,0.38,20.83
9077,energizer83,-1.37,5,40.0,-1370.0,0.0,0.0
9078,energy3331,-1.66,4,100.0,-2075.0,,100.0
9079,energygame24,-3.98,494,30.67,-40.28,3.23,49.26
9080,Energyroll,-0.51,173,45.09,-14.74,1.54,37.39
9081,enes68xx,0.05,1,100.0,250.0,0.0,0.0
9082,enesorinmartin,-14.06,83,69.88,-846.99,2.25,62.38
9083,Enforcer001,3.43,250,52.61,68.6,1.38,41.63
9084,Enforcer05,-0.53,109,26.85,-24.31,0.62,20.0
9085,eng.matheuz,-4.05,26,65.38,-778.85,2.17,46.43
9086,engageman,-1.6,15,53.33,-533.33,2.5,45.45
9087,Engels169,-0.9,80,79.75,-56.25,1.0,26.32
9088,enggustavobh,-0.31,68,54.41,-22.79,1.57,38.6
9089,engi1337,-5.96,62,59.68,-480.65,0.47,18.37
9090,engjuniopro,-7.63,253,24.9,-150.79,1.74,45.63
9091,ENGL-AMP,-0.05,12,33.33,-20.83,1.5,60.0
9092,Englishman174,1.25,10,50.0,625.0,0.4,22.22
9093,englishman1941,-4.5,189,43.62,-119.05,3.0,50.5
9094,engodini,1.22,17,35.29,358.82,0.8,30.77
9095,enhancer345,-3.84,88,40.91,-218.18,0.69,22.45
9096,enigm0,-1.27,28,39.29,-226.79,1.5,37.5
9097,enigmatrs,-3.59,79,29.49,-227.22,1.3,37.14
9098,enilbay,-3.58,148,48.65,-120.95,1.76,45.36
9099,enixblr,7.4,8901,14.29,4.16,3.27,43.68
9100,Enjooo087,-2.0,15,93.33,-666.67,0.86,30.0
9101,enjoymeee,28.21,3231,27.07,43.66,2.14,45.67
9102,Enkey10,-1.67,42,50.0,-198.81,1.0,34.48
9103,enkor95,-1.08,3,66.67,-1800.0,1.0,33.33
9104,Enmi177,1.21,2,100.0,3025.0,1.0,40.0
9105,enni982,-4.07,153,38.56,-133.01,2.24,46.91
9106,Enno2630,-7.27,173,47.95,-210.12,1.46,47.11
9107,ennue.bro,-2.41,5138,27.43,-2.41,1.35,40.61
9108,ENOCVARGAS08,-2.46,22,86.36,-559.09,2.0,46.15
9109,Enoffllescini,-0.94,18,33.33,-261.11,1.0,20.0
