,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
20632,NeitanBraz,-0.55,52,31.37,-52.88,0.4,15.38
20633,Nejcek89,-5.64,4390,20.25,-6.42,1.03,22.21
20634,nejtrino1,6.42,1752,19.94,18.32,1.39,36.36
20635,NekatoOzz,-0.8,50,18.37,-80.0,0.83,33.33
20636,Nekiy628,-3.12,209,52.15,-74.64,3.73,56.16
20637,nekras1336,-1.16,19,94.74,-305.26,1.22,39.29
20638,nekrasov636,-1.0,19,68.42,-263.16,3.0,30.0
20639,Neks962,1.75,84,65.06,104.17,2.65,59.21
20640,neksysLion,-1.28,11,54.55,-581.82,0.5,25.0
20641,nektsat,-5.66,110,53.64,-257.27,2.53,49.48
20642,nektuno,0.28,45,34.88,31.11,3.0,37.5
20643,nelectrik,13.61,4626,25.9,14.71,1.64,43.05
20644,neliothecat,1.22,85,51.19,71.76,1.35,40.91
20645,Nelisnils,-3.48,474,19.11,-36.71,3.31,42.57
20646,nelitzy,-1.03,30,43.33,-171.67,3.67,57.89
20647,nelly1357,-4.9,51,52.94,-480.39,1.67,45.45
20648,NelMac,0.71,35,22.86,101.43,2.0,57.14
20649,neLoqq,-2.0,2,100.0,-5000.0,1.0,42.86
20650,NelSer777,-2.75,415,35.68,-33.13,1.1,36.62
20651,NelsinhoCid,3.56,383,58.16,46.48,4.1,52.23
20652,Nelson37nine,-3.6,22,59.09,-818.18,1.37,44.0
20653,nelsonhz,-0.94,233,47.39,-20.17,4.0,56.5
20654,nelu1991104,-3.6,8,100.0,-2250.0,4.0,66.67
20655,neluflorea,-1.34,64,59.38,-104.69,1.4,39.62
20656,Nelware,-0.8,19,44.44,-210.53,1.5,33.33
20657,nelzerah,-0.64,94,45.65,-34.04,3.83,58.97
20658,nemchura71,-2.15,164,19.51,-65.55,1.5,40.91
20659,Nemesida*777*,1.92,47,39.13,204.26,2.67,61.54
20660,Nemesis91750,-6.56,1476,41.79,-22.22,1.14,36.95
20661,nemeZZiddo1,1.62,92,35.16,88.04,1.46,36.54
20662,nemillashka,2.6,84,33.33,154.76,0.86,32.43
20663,nemiroff0255,-12.11,190,38.83,-318.68,2.79,59.56
20664,nemzzo,-2.0,36,66.67,-277.78,2.11,52.78
20665,nen59jer,-7.11,1340,34.38,-26.53,1.66,44.33
20666,neno1988,-1.77,55,60.0,-160.91,1.55,38.64
20667,NensoOfficial,-0.05,105,54.29,-2.38,3.73,55.41
20668,neo113777,1.01,24,33.33,210.42,9.0,81.82
20669,neo1200,-4.23,157,42.68,-134.71,2.13,42.11
20670,Neo_beskov,3.93,169,31.95,116.27,3.55,57.35
20671,neoba4,-0.15,1,100.0,-750.0,0.0,0.0
20672,neojessie666,-1.19,37,45.95,-160.81,1.1,36.67
20673,Neonfarben,-0.52,37,24.32,-70.27,0.75,21.43
20674,neonpapillon,-3.5,444,30.25,-39.41,3.0,34.71
20675,NeonPufarini,1.07,280,32.86,19.11,3.89,57.38
20676,Neophyte Poker,-5.98,78,51.28,-383.33,1.67,41.67
20677,neoqup,-0.63,162,38.51,-19.44,2.36,53.23
20678,Neospartan1992,20.28,2883,23.07,35.17,1.31,28.32
20679,Nepfion,11.71,14463,14.69,4.05,2.21,41.28
20680,neph1lim,-2.67,683,40.82,-19.55,1.64,50.21
20681,Nephilim1978,-0.08,3,33.33,-133.33,0.0,0.0
20682,nephxlin,-2.15,58,86.21,-185.34,2.62,55.26
20683,Nepokadnezah,-0.8,7,71.43,-571.43,0.5,16.67
20684,nepotell,-3.91,234,20.6,-83.55,0.52,20.29
20685,Nepros**,-2.0,18,55.56,-555.56,1.3,50.0
20686,neptune244,-1.87,71,30.0,-131.69,1.2,44.44
20687,nera888,-2.22,1500,44.33,-7.4,1.26,38.3
20688,nerab0ta,-1.06,1668,42.12,-3.18,1.48,41.93
20689,neris51,-1.03,35,26.47,-147.14,2.0,22.22
20690,Nerk's05,3.4,207,40.49,82.13,1.24,38.52
20691,Neros1977,-0.35,237,24.79,-7.38,2.11,46.34
20692,neroschmidt,11.35,731,37.81,77.63,1.73,36.31
20693,neroxiee,0.1,23,47.83,21.74,2.0,22.22
20694,NervioPudend,-0.8,25,72.0,-160.0,0.3,12.5
20695,Nes4nya,-0.83,16,62.5,-259.37,2.5,50.0
20696,Nesim123,1.04,37,22.22,140.54,2.5,71.43
20697,Neskwikhf,-3.92,24,37.5,-816.67,2.5,58.82
20698,Nesky111,6.59,994,17.05,33.15,1.79,45.61
20699,Nesquik_M1,-0.1,90,8.89,-5.56,,50.0
20700,nessa505,-0.98,78,29.49,-62.82,9.0,51.43
20701,NessaCakes,-5.51,878,24.52,-31.38,2.65,40.57
20702,Nest421,-1.35,289,36.11,-23.36,0.78,28.05
20703,nester$163170,-0.81,9,44.44,-450.0,,83.33
20704,Nester22,-0.05,1,100.0,-250.0,0.0,0.0
20705,NesterPS,-1.67,4,50.0,-2087.5,,100.0
20706,nestor863,-5.56,104,60.58,-267.31,0.66,29.67
20707,NESTOR_ZAV,-1.23,16,37.5,-384.37,0.5,22.22
20708,Netero489,-3.35,155,34.84,-108.06,5.0,62.5
20709,netimvale2538,-2.0,13,61.54,-769.23,0.3,20.0
20710,Netinhostar,4.56,591,42.15,38.58,1.09,30.17
20711,netixus,0.12,3,100.0,200.0,,100.0
20712,neto1040,-2.21,234,73.82,-47.22,1.18,33.48
20713,Neto_zz7,-0.16,4,100.0,-200.0,0.0,0.0
20714,Netoaraujo_0,0.93,63,47.62,73.81,3.29,51.11
20715,netomendes97,-0.8,95,62.11,-42.11,1.06,26.98
20716,NetoOliveira96,-0.8,2,100.0,-2000.0,1.0,50.0
20717,NeToril,-0.89,23,52.17,-193.48,0.5,21.43
20718,NetoXorro,-1.4,1166,35.23,-6.0,1.58,37.91
20719,Netr1xxx,2.16,27,57.69,400.0,1.4,46.67
20720,netruga,-1.6,9,33.33,-888.89,,50.0
20721,nets007,-1.61,36,57.14,-223.61,1.25,23.81
20722,nettsmoney,-0.78,39,30.77,-100.0,1.6,44.44
20723,Neuro-061,-0.39,6,33.33,-325.0,,75.0
20724,NeuroD,2.36,35,14.29,337.14,2.0,40.0
20725,neuron8,-0.25,58,79.31,-21.55,1.33,37.5
20726,neuterra,0.01,41,45.0,1.22,2.75,52.38
20727,Neuttt,-1.87,37,40.54,-252.7,3.6,60.0
20728,Neuwirth,0.14,4,25.0,175.0,,100.0
20729,neverich,-1.6,14,28.57,-571.43,7.0,77.78
20730,nevernutted,0.57,15,53.33,190.0,1.33,33.33
20731,nEvErSayGGFF,0.86,521,22.26,8.25,1.36,34.27
20732,Neviisi,-2.0,41,46.34,-243.9,1.44,48.15
20733,nevil4,-0.19,4,50.0,-237.5,0.0,0.0
20734,Nevornon,-0.91,4,75.0,-1137.5,1.0,50.0
20735,NewArMeN,-3.86,31,83.87,-622.58,0.37,18.92
20736,Newbas,-1.58,62,72.58,-127.42,0.78,31.03
20737,Newbieforall,-6.91,88,42.53,-392.61,9.67,72.5
20738,Newbieson,-0.52,157,30.77,-16.56,1.23,26.67
20739,newf5959,-2.35,566,49.65,-20.76,1.09,40.69
20740,newfie0269,-0.31,64,35.94,-24.22,1.0,31.25
20741,Newkid360,4.96,57,64.91,435.09,1.78,34.78
20742,NewKidzNigho,-1.92,11,90.0,-872.73,0.5,23.08
20743,Newl024,-1.15,16,37.5,-359.37,0.75,30.0
20744,newlege,0.12,2,50.0,300.0,0.0,0.0
20745,NewmansOwn24,-3.67,76,23.68,-241.45,0.88,36.84
20746,newnoise_242,-2.84,62,22.95,-229.03,1.17,36.84
20747,newO21,2.07,6,16.67,1725.0,0.0,0.0
20748,Newts333,-0.28,276,42.49,-5.07,1.33,43.98
20749,newvirtuoz24,17.23,11857,21.77,7.27,1.11,33.37
20750,Newworldtrav,0.07,109,23.15,3.21,12.5,55.56
20751,NeXLyc,0.15,275,51.46,2.73,2.05,48.35
20752,nextl3v3l,0.08,3,33.33,133.33,,100.0
20753,Nexurr,-2.54,270,18.22,-47.04,3.75,50.0
20754,nexxxxt4,-0.86,18,72.22,-238.89,2.0,50.0
20755,Ney.pinheiro913,-1.5,12,50.0,-625.0,,33.33
20756,neyrandolf,-15.44,1279,41.98,-60.36,1.17,37.42
20757,neyronchik37,0.21,3,66.67,350.0,,100.0
20758,neyyzzrr,-4.0,2,100.0,-10000.0,1.0,50.0
20759,Nezavisimost,-1.32,57,54.39,-115.79,2.18,48.98
20760,Neznaika41,-2.19,414,55.12,-26.45,2.18,50.59
20761,NFL777,0.33,9,44.44,183.33,,50.0
20762,nftweb,-7.55,482,21.17,-78.32,3.94,52.5
20763,Nfurzer,-2.3,10,60.0,-1150.0,0.6,27.27
20764,NFWO,-0.8,2,100.0,-2000.0,0.0,0.0
20765,NGC4725,7.49,1991,11.35,18.81,1.91,31.7
20766,Nghiand04,-1.6,10,60.0,-800.0,0.6,33.33
20767,NGU17,8.1,202,62.63,200.5,1.64,34.75
20768,NHgremio,-54.16,3889,44.62,-69.63,0.94,27.07
20769,NhiPham2000,-2.41,5,60.0,-2410.0,0.0,0.0
20770,Nhük50,-28.13,11063,45.66,-12.71,1.45,37.11
20771,ni82ck,-4.36,109,27.52,-200.0,1.75,40.0
20772,ni_k.o._0914,7.15,3492,14.68,10.24,1.28,30.99
20773,niala01,5.27,1671,23.61,15.77,0.78,25.49
20774,Niall2048,0.62,66,25.0,46.97,16.0,80.0
20775,nialloc2,-2.01,39,46.15,-257.69,3.0,51.72
20776,Niammh007,-0.18,13,15.38,-69.23,0.0,0.0
20777,Nibels79,-0.63,10,70.0,-315.0,,20.0
20778,nic9Xx,0.0,1,0.0,0.0,0.0,0.0
20779,nicaDAWG69,-0.38,150,61.49,-12.67,1.97,45.1
20780,Nicat.eyvazov.,1.19,13,69.23,457.69,3.0,30.0
20781,NiccoJonsson,3.35,54,64.81,310.19,1.57,40.74
20782,NicDawn,0.58,54,37.04,53.7,3.25,48.15
20783,NiceKK,-0.45,23,30.43,-97.83,1.25,45.45
20784,niceneighbor,2.41,28,46.43,430.36,6.0,66.67
20785,nicheff,-0.37,58,22.81,-31.9,11.0,57.89
20786,Nichkauskas,0.94,60,38.33,78.33,1.56,41.18
20787,Nick 06167,-0.36,6,83.33,-300.0,2.67,66.67
20788,Nick Hoosh 123$,-2.09,31,77.42,-337.1,4.2,55.26
20789,Nick Pelo,-1.73,88,16.28,-98.3,0.44,16.67
20790,nick4pokerstars,-0.19,101,41.58,-9.41,2.67,42.86
20791,nick_a_0355,-1.27,866,22.96,-7.33,1.12,34.12
20792,Nick_Psyche_7,0.13,411,45.48,1.58,2.81,55.84
20793,NickacheHH,3.28,12,16.67,1191.67,1.0,50.0
20794,Nickdawgjunior,3.32,14,85.71,1185.71,1.75,46.67
20795,nickedicken81,-0.77,26,50.0,-148.08,0.83,41.67
20796,nickel1321,-0.19,53,66.04,-17.92,1.22,46.48
20797,Nickfinder,-6.81,304,23.75,-112.01,1.06,33.65
20798,nickinoz3,-3.82,86,34.12,-222.09,1.25,35.71
20799,nicklloris,-0.04,2,50.0,-100.0,0.0,0.0
20800,nicklor98,-1.01,15,53.33,-336.67,0.5,20.0
20801,Nickman273,0.65,44,61.36,73.86,1.22,34.38
20802,NickNutFlush,-0.44,26,61.54,-84.62,2.33,43.75
20803,Nickolay_XX,-5.32,275,58.76,-96.73,1.52,51.94
20804,NickPoker42,-13.47,3238,27.92,-20.8,1.64,35.26
20805,Nickryall333,0.38,20,75.0,95.0,7.5,68.18
20806,nicks33906,-0.28,12,66.67,-116.67,5.0,62.5
20807,NickSolo96,-1.12,200,17.5,-28.0,5.83,63.64
20808,Nicksons,2.66,1843,25.83,7.22,2.63,54.96
20809,nicktza21,-1.79,4,50.0,-2237.5,1.5,60.0
20810,nickwidi,-3.98,103,43.69,-193.2,0.56,16.36
20811,Nicky_kelvin,-1.15,47,36.96,-122.34,3.75,60.0
20812,niclas1894,-0.19,9,55.56,-105.56,,42.86
20813,Nicnku,-2.5,85,42.35,-147.06,1.12,32.2
20814,Nico Fichtner,1.7,27,37.04,314.81,5.0,58.82
20815,Nico Nightmare,-0.49,120,37.5,-20.42,5.86,61.19
20816,nico19249,-0.28,35,60.0,-40.0,0.67,22.22
20817,nico1nied,-1.62,3232,21.27,-2.51,2.68,52.51
20818,Nico55KQ,-4.2,3254,45.38,-6.45,2.31,49.64
20819,Nico98168,-0.04,75,36.0,-2.67,0.81,29.55
20820,nicoberna,0.79,50,36.0,79.0,1.83,45.83
20821,nicobrn22,-1.65,2,100.0,-4125.0,2.0,66.67
20822,nicodel9420,-0.97,14,42.86,-346.43,1.25,41.67
20823,nicog198222,-1.01,6,66.67,-841.67,1.5,60.0
20824,NicolaeR100,-1.17,32,84.38,-182.81,4.43,62.0
20825,nicolaes129,10.71,2075,16.31,25.81,1.4,36.88
20826,Nicolai5115,9.31,2705,17.61,17.21,1.92,45.43
20827,nicolasaure,-1.73,17,17.65,-508.82,,100.0
20828,NicolasCampana,-1.88,5,100.0,-1880.0,,33.33
20829,NicolasCVA,0.13,36,61.11,18.06,1.73,54.29
20830,NicolasRaz,-7.45,436,79.91,-85.44,1.21,38.91
20831,nicolau100,-0.99,188,31.91,-26.33,0.88,28.57
20832,nicole20211,-1.03,6,83.33,-858.33,5.0,83.33
20833,nicolecas,0.48,50,36.73,48.0,5.0,50.0
20834,NICOLLAPSS,-0.76,41,60.98,-92.68,3.0,52.94
20835,niconhh81,-0.16,8,25.0,-100.0,0.0,0.0
20836,Nicool49,-0.88,58,73.68,-75.86,1.29,20.93
20837,nicop1125,-1.6,29,93.1,-275.86,3.0,50.0
20838,nicoprojet,-3.91,122,75.41,-160.25,5.64,60.19
20839,Nicorh1230,0.02,44,25.0,2.27,,45.45
20840,nicrusu,2.27,190,32.63,59.74,1.5,38.03
20841,nics4000,-1.94,61,19.67,-159.02,5.0,50.0
20842,nictheguy,6.13,536,30.58,57.18,2.36,46.46
20843,nicu3940,-3.22,166,45.12,-96.99,0.47,20.45
20844,nicucta,0.16,4,50.0,200.0,,100.0
20845,NicuL6,-1.18,8,83.33,-737.5,1.0,20.0
20846,NidalasX,0.03,31,64.52,4.84,1.6,36.36
20847,Nidjat17,-1.12,5,80.0,-1120.0,0.0,0.0
20848,nidono71,0.04,9,44.44,22.22,,60.0
20849,nielsvaro,5.31,335,52.55,79.25,1.35,39.24
20850,nierka144,-1.11,4,25.0,-1387.5,0.0,0.0
20851,nieront,-1.0,14,57.14,-357.14,0.5,27.27
20852,nietsyo,-7.22,275,31.02,-131.27,1.47,41.32
20853,Nifaele,0.2,46,52.17,21.74,1.15,37.5
20854,NIGAYO,-1.36,43,46.51,-158.14,0.13,5.88
20855,Nige1968587,1.57,70,55.71,112.14,0.52,23.53
20856,Nigelc427,0.07,4,75.0,87.5,0.0,0.0
20857,nigelgou,-2.85,281,8.54,-50.71,1.08,33.33
20858,NigerianPrice69,-3.6,77,58.44,-233.77,0.69,31.58
20859,Night Star_A,-0.24,20,65.0,-60.0,1.17,33.33
20860,Night@Roxbry,-0.48,28,67.86,-85.71,4.33,54.17
20861,nightbadger,1.87,217,12.56,43.09,2.0,42.31
20862,nightcal,-5.0,48,50.0,-520.83,0.37,20.59
20863,NightFoxik89,-0.75,24,13.04,-156.25,0.6,30.0
20864,Nightfrost83,-5.53,1117,33.87,-24.75,1.63,48.52
20865,NightmareGre,-4.56,225,60.0,-101.33,1.29,37.8
20866,NightPredator7,-0.7,60,23.33,-58.33,1.14,34.78
20867,nightvisiond,-10.63,1906,47.41,-27.89,1.54,40.35
20868,Nightvsp,3.2,409,26.78,39.12,1.13,35.09
20869,Nightwitcher,-1.34,96,43.75,-69.79,2.4,44.44
20870,nightwolf802,-0.7,5,40.0,-700.0,1.0,50.0
20871,nightxmare,-13.91,292,32.3,-238.18,2.48,51.82
20872,NIIIMS,0.77,57,35.09,67.54,1.67,37.04
20873,niiqhtmare,0.18,5,40.0,180.0,,60.0
20874,NiJJAA720,-2.49,390,21.96,-31.92,3.31,49.07
20875,NiJoBo,-0.55,91,40.66,-30.22,6.2,57.41
20876,Nik Has86,-3.83,40,62.5,-478.75,1.75,45.16
20877,Nik Markov,-0.72,94,10.64,-38.3,,50.0
20878,nik11081977,-1.6,23,40.91,-347.83,1.14,42.11
20879,Nik128337,1.68,988,35.8,8.5,4.74,56.89
20880,nik3pal,-1.71,1288,13.07,-6.64,2.3,42.79
20881,nik=saika333,-1.0,9,44.44,-555.56,0.6,30.0
20882,Nik_olehn,0.33,3,66.67,550.0,,100.0
20883,nik_terziev,-1.33,6,50.0,-1108.33,0.5,16.67
20884,nika1234321,0.07,176,47.73,1.99,1.33,47.22
20885,nika38213,-18.85,890,57.95,-105.9,2.27,54.25
20886,nikabokar,-0.24,6,100.0,-200.0,,40.0
20887,NikaKarpuhina,-0.91,19,47.37,-239.47,1.67,58.82
20888,NIKAv067et,0.3,33,45.45,45.45,4.33,61.9
20889,nikb656,0.42,1,0.0,2100.0,,100.0
20890,NIKCADRA,1.48,53,59.62,139.62,3.43,61.54
20891,nike.skop,-2.4,24,54.17,-500.0,2.0,43.48
20892,Nike170792),-2.03,21,90.48,-483.33,1.31,51.22
20893,Nike7689,-2.06,14,71.43,-735.71,0.57,25.0
20894,NikEmpire,2.44,22,36.36,554.55,0.3,16.67
20895,nikeni87,-3.64,143,70.92,-127.27,1.52,43.86
20896,Nikeprexodit,-1.6,7,71.43,-1142.86,2.0,40.0
20897,Nikermann,-0.82,15,80.0,-273.33,0.6,20.0
20898,NikFastClick,-1.57,74,41.89,-106.08,1.73,46.43
20899,NIKI777307,0.18,7,85.71,128.57,7.0,77.78
20900,Niki7ON,-0.48,34,32.35,-70.59,,77.78
20901,Nikich23,30.73,6407,17.65,23.98,3.53,51.63
20902,nikidimov123,-1.93,22,50.0,-438.64,0.63,33.33
20903,nikita churn,1.12,115,28.7,48.7,1.58,41.3
20904,Nikita Konoval,0.0,2,0.0,0.0,0.0,0.0
20905,Nikita Titkov,-4.7,59,81.36,-398.31,1.67,36.23
20906,nikita-201018,-13.28,416,64.56,-159.62,1.22,33.81
20907,nikita88866,-3.77,36,72.22,-523.61,0.45,17.24
20908,nikita892716,1.18,55,38.89,107.27,7.5,71.43
20909,Nikitaawer29,0.39,62,79.03,31.45,0.28,12.73
20910,Nikitadefender,1.62,8,37.5,1012.5,3.0,75.0
20911,nikitaklykov,1.4,33,39.39,212.12,4.0,72.73
20912,nikitalavro,-6.87,163,31.9,-210.74,4.75,62.3
20913,nikitas1115,-1.08,21,76.19,-257.14,1.2,35.29
20914,Nikitashved,1.01,57,29.82,88.6,2.0,44.44
20915,nikitasina,0.11,2,0.0,275.0,,100.0
20916,NIKITOS1410,-0.69,7,57.14,-492.86,,40.0
20917,nikitozya18,2.49,9,55.56,1383.33,1.0,41.67
20918,nikitynik84,-0.1,44,34.09,-11.36,4.0,25.0
20919,nikkaras911,-5.79,98,37.76,-295.41,1.44,45.1
20920,Nikkeido,-4.61,319,89.62,-72.26,1.51,37.28
20921,nikki565,13.69,5672,29.36,12.07,1.78,36.28
20922,Nikkksssxxx,2.1,68,64.71,154.41,1.95,54.43
20923,NikkPokerPlayer,-0.89,118,31.36,-37.71,2.22,43.48
20924,NiklasB46768,-2.0,2,100.0,-5000.0,,100.0
20925,niklaxz,-1.0,6,50.0,-833.33,4.0,66.67
20926,Nikly95,0.87,25,52.0,174.0,2.25,47.37
20927,Nikmj23,1.18,99,51.52,59.6,1.71,43.64
20928,niknaizzz,1.78,65,20.0,136.92,3.4,60.71
20929,NiKnAk2388,5.21,437,31.11,59.61,1.64,44.05
20930,Niknetu,-1.0,8,62.5,-625.0,2.5,55.56
20931,NIKNIK5555,-2.57,39,55.26,-329.49,3.25,59.09
20932,NikNiko90,-1.6,35,37.14,-228.57,0.5,18.18
20933,niko_xj8,4.26,152,62.0,140.13,1.6,37.5
20934,NikoB2T,-7.34,310,52.58,-118.39,0.63,28.46
20935,Nikol855,-0.77,25,44.0,-154.0,0.5,23.53
20936,Nikola sarkazi,-1.0,2,50.0,-2500.0,1.5,60.0
20937,Nikola76700,-0.33,35,48.57,-35.71,3.33,50.0
20938,Nikola_Kitaeca,0.44,54,66.67,40.74,3.56,52.46
20939,nikolaBagatur03,-1.67,19,52.63,-439.47,3.0,46.15
20940,NikolaFlamel,-0.74,60,70.0,-61.67,3.18,60.34
20941,NikolaHrv,-0.86,21,38.1,-204.76,2.0,50.0
20942,Nikolai154,0.16,22,27.27,36.36,0.5,20.0
20943,nikolai3008,-0.19,11,81.82,-86.36,0.29,16.67
20944,nikolai3662,-1.29,41,50.0,-157.32,0.78,25.0
20945,nikolai55556,-1.9,6,50.0,-1583.33,2.0,50.0
20946,NikolaiC92,-2.18,8,50.0,-1362.5,1.0,40.0
20947,nikolailiqna,0.01,3,66.67,16.67,,33.33
20948,NikolaiPizza,-3.49,51,72.0,-342.16,0.33,15.0
20949,NikolaiVladimir,-52.57,1745,72.78,-150.63,0.81,28.22
20950,nikolakis743,-1.36,63,46.03,-107.94,6.75,71.05
20951,NikolaNidvor,0.77,314,40.71,12.26,2.37,50.26
20952,Nikolas Alex,1.66,228,50.44,36.4,4.35,65.7
20953,nikolas35sss,0.13,6,66.67,108.33,0.33,22.22
20954,nikolasky,5.12,668,18.89,38.32,1.21,37.78
20955,Nikolay8924,-8.91,197,91.28,-226.14,0.76,29.64
20956,NikolayOs93,-1.14,12,16.67,-475.0,0.4,22.22
20957,nikolaytix,-1.89,18,61.11,-525.0,4.0,57.14
20958,Nikolettt,-0.21,21,47.62,-50.0,0.67,26.67
20959,NikolinaMr,2.12,7,28.57,1514.29,1.0,40.0
20960,Nikolka7776,-4.36,30,46.67,-726.67,1.37,44.0
20961,nikolpoker,-6.73,2526,20.72,-13.32,0.84,35.25
20962,nikolya987,-6.25,222,28.83,-140.77,3.12,60.23
20963,nikon264,-0.02,1,0.0,-100.0,0.0,0.0
20964,NikoRamos14,10.61,657,54.69,80.75,1.69,46.3
20965,nikos.an0d0s,-0.2,28,44.44,-35.71,1.5,40.0
20966,nikos046,-2.0,16,68.75,-625.0,9.0,64.29
20967,nikosapr,-2.96,182,53.04,-81.32,0.68,29.22
20968,NikosBaz,-5.52,34,93.94,-811.76,0.4,25.0
20969,nikoskwst,-0.17,7,42.86,-121.43,1.0,50.0
20970,Nikosmosxo02,-0.34,4,75.0,-425.0,0.0,0.0
20971,nikosomer,2.37,1235,27.17,9.6,2.03,45.91
20972,nikoss1961,-1.57,193,29.17,-40.67,1.0,23.64
20973,NikoTay,2.75,233,21.98,59.01,2.22,53.33
20974,NIkqwer,1.6,316,11.71,25.32,3.0,58.7
20975,Nikreed,-0.02,3,0.0,-33.33,0.0,0.0
20976,niksan240,-1.6,40,64.1,-200.0,3.83,62.16
20977,niksi-i$mo,-4.23,78,61.54,-271.15,0.43,21.74
20978,nikson1987,-0.82,38,31.58,-107.89,0.33,15.0
20979,nikstar0712,-5.79,106,34.91,-273.11,3.5,62.5
20980,Nikto615,-1.8,34,29.41,-264.71,,66.67
20981,nikzadp,-0.39,212,51.42,-9.2,1.38,38.98
20982,nikzelezka,-0.22,9,22.22,-122.22,,50.0
20983,nilex365,2.17,4929,31.81,2.2,0.84,31.31
20984,NiliniDS,-3.71,52,50.0,-356.73,0.19,13.64
20985,nilitoroV,-0.8,7,28.57,-571.43,,66.67
20986,Nilocoq10,-10.05,271,56.13,-185.42,0.72,27.83
20987,Nils.Grawinski,-1.49,1,0.0,-7450.0,1.0,50.0
20988,Nils0210,0.11,3,66.67,183.33,1.0,33.33
20989,nils310,-0.59,69,30.43,-42.75,1.83,37.93
20990,nilslasna,3.36,3,33.33,5600.0,1.0,50.0
20991,Nilsons1992,-3.94,79,72.15,-249.37,1.89,51.46
20992,Nim5,-0.22,83,18.07,-13.25,1.4,33.33
20993,NimR4,0.83,9,55.56,461.11,,66.67
20994,nimsoc_4u,10.67,53,79.25,1006.6,0.65,27.5
20995,nin_eta72,1.19,21,38.1,283.33,3.67,64.71
20996,nina niso,1.53,58,51.72,131.9,1.92,53.19
20997,Ninaenda,-4.66,242,45.83,-96.28,1.89,55.5
20998,ninalinda123,-1.6,1,100.0,-8000.0,0.0,0.0
20999,ninehawks,0.04,3,33.33,66.67,,66.67
21000,NinjaBlefador,0.4,180,57.78,11.11,0.87,29.94
21001,ninjapetee,-0.4,61,36.67,-32.79,2.71,65.52
21002,NinjaSloth90,-0.8,14,50.0,-285.71,3.0,42.86
21003,ninkbr,-0.1,27,25.93,-18.52,,66.67
21004,NINO TST 363,0.73,57,66.67,64.04,2.33,50.91
21005,nino177530,1.66,69,85.51,120.29,0.95,37.25
21006,ninotchka44,-0.89,265,20.53,-16.79,3.06,53.85
21007,Niotisk,0.84,203,79.21,20.69,1.6,43.53
21008,NIPFE1,-8.97,694,22.87,-64.63,1.66,41.15
21009,nipplecutter27,-1.7,1,100.0,-8500.0,,100.0
21010,nippy20,1.41,1074,18.08,6.56,1.81,27.1
21011,niqco,-3.84,34,50.0,-564.71,2.33,53.85
21012,niqiubao,-9.53,3503,28.75,-13.6,1.58,39.04
21013,nIquoSS,-10.33,1690,38.5,-30.56,3.67,57.21
21014,NiroEidel,1.57,20,70.0,392.5,2.0,57.14
21015,nissan127,2.3,37,70.27,310.81,1.36,44.19
21016,NissenJonas,-10.19,555,52.98,-91.8,1.99,49.09
21017,nistali,-9.12,2610,42.92,-17.47,2.19,46.86
21018,Nita2141,-1.6,24,43.48,-333.33,3.0,50.0
21019,nitereh,-5.31,153,65.36,-173.53,0.78,27.94
21020,Nitish Dhand,-2.46,63,87.3,-195.24,2.0,50.0
21021,nitramjr420,-11.8,2573,27.08,-22.93,1.36,41.28
21022,Nitro_0007,0.96,505,42.03,9.5,1.95,43.85
21023,Nitrowner,-2.34,29,82.76,-403.45,1.36,39.47
21024,Nivi1998,0.09,1,100.0,450.0,,100.0
21025,Nivram18,0.85,20,35.0,212.5,4.0,57.14
21026,Niwex1,-1.19,48,39.58,-123.96,2.14,55.56
21027,NIX2013,-44.09,957,40.25,-230.36,1.27,46.9
21028,NixBallz,-0.91,2,50.0,-2275.0,1.33,57.14
21029,NIXON161RND,1.11,7,42.86,792.86,,66.67
21030,NIXONJK,-0.3,6,0.0,-250.0,0.0,0.0
21031,Nixywin,1.57,220,39.91,35.68,1.7,38.02
21032,Nizar Rom,0.33,41,26.83,40.24,3.0,46.15
21033,Nizik123,4.05,50,70.0,405.0,2.0,47.27
21034,Nizzenorsk,0.05,7,28.57,35.71,,50.0
21035,nJc*,-1.14,69,42.03,-82.61,2.3,52.27
21036,NJMombach,3.99,1226,22.64,16.27,1.4,35.62
21037,njrfhtdcnfc,-0.97,3,66.67,-1616.67,0.67,33.33
21038,NKaktus,0.67,10086,22.61,0.33,4.29,43.47
21039,Nkanello_13,-1.88,38,56.76,-247.37,2.62,61.76
21040,nkha5610,-4.35,57,61.4,-381.58,1.46,41.3
21041,nkobu17,-6.6,59,57.63,-559.32,1.06,35.42
21042,nl.is.cool!,-0.57,16,25.0,-178.12,0.0,0.0
21043,NL10000,-2.68,431,24.41,-31.09,1.51,40.97
21044,NL_fish88,2.13,1511,11.93,7.05,1.28,36.09
21045,nlbb20,-8.09,69,77.94,-586.23,1.13,42.68
21046,NlCHO,-0.1,3,33.33,-166.67,0.0,0.0
21047,nlhatcher,7.45,855,47.89,43.57,4.73,67.8
21048,Nlibe,-1.42,11,81.82,-568.18,,66.67
21049,nlpoker999,8.47,3192,19.28,13.27,2.34,44.96
21050,nmango,-1.16,26,60.0,-223.08,1.0,35.29
21051,nmb882021,-2.0,10,50.0,-1000.0,0.8,36.36
21052,nmbusa,-1.6,18,27.78,-444.44,1.5,37.5
21053,NMircea67,-3.39,59,62.71,-287.29,1.0,35.71
