,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
15520,Klonstruktor,12.94,1150,56.3,56.26,2.73,55.44
15573,Koba_Sochi23,-9.73,596,69.08,-81.63,0.87,33.17
15575,KOBb888,-27.08,602,61.31,-224.92,2.56,55.46
15578,kobralyuda,-9.29,1384,52.26,-33.56,1.66,44.78
15583,KochetovAN,0.42,2590,40.83,0.81,0.85,30.63
15599,Kohari Icathor,-5.07,514,41.68,-49.32,1.48,44.58
15612,kokomimi701,-118.77,11342,44.38,-52.36,0.66,26.21
15628,kolobok895,-5.15,1756,40.01,-14.66,0.54,21.82
15669,konmartinoni,-2.31,681,41.57,-16.96,2.62,45.45
15735,kossssyak,-1.61,509,63.49,-15.82,5.18,65.02
15760,Kot5284,-3.35,1997,45.08,-8.39,1.37,40.11
15844,krenz5,-27.52,2389,53.88,-57.6,0.82,27.25
15871,kristina0908,-3.89,525,62.02,-37.05,0.74,28.28
15975,kuleevtomsk,-10.39,781,65.98,-66.52,2.26,52.71
16039,KVP1270,-2.03,511,54.94,-19.86,1.7,41.49
16055,kxkmull,-12.81,959,42.3,-66.79,1.95,50.17
16060,Kyhan N,-22.24,1554,70.52,-71.56,3.1,57.86
16085,kzoom1,6.93,804,50.06,43.1,4.26,69.88
16108,l3nnartdinho,-8.85,844,56.82,-52.43,3.56,58.25
16148,lacta01,-7.43,957,48.05,-38.82,0.88,29.66
16216,LandlordCZ,-8.59,1456,40.14,-29.5,1.37,29.83
16385,leandrolione,-4.24,1293,61.79,-16.4,1.62,44.84
16443,LeGrandJean,-3.95,502,60.4,-39.34,1.92,41.44
16459,leito2424,-12.86,1550,45.83,-41.48,1.15,31.46
16460,leizy1986,-14.2,973,57.36,-72.97,1.01,34.66
16493,LemSF,3.33,1310,55.22,12.71,1.79,42.16
16564,leoncottage,-18.03,522,40.89,-172.7,1.49,43.75
16595,leotake,10.67,550,45.62,97.0,4.49,63.7
16622,leszaPress,-16.65,1134,62.77,-73.41,2.88,50.94
16708,lhayon,-1.3,1022,44.0,-6.36,1.07,33.23
16725,liberator651,-27.07,1839,67.53,-73.6,1.78,44.09
16859,Lisiti,-3.49,635,45.48,-27.48,1.96,48.7
16878,LITTLETOTO,-24.05,1439,57.81,-83.56,2.11,53.78
16880,liubaka313,-7.1,998,58.37,-35.57,1.27,39.31
16889,LivinInACar,0.04,1188,43.88,0.17,1.52,45.6
17011,lomini,2.05,7172,44.09,1.43,2.97,54.81
17016,LoneRanger003,-3.46,2191,52.29,-7.9,2.33,48.1
17040,Lor1mer,-22.16,2715,51.54,-40.81,2.07,54.24
17066,LorenzoIpsum112,-24.05,1057,90.08,-113.77,2.96,49.33
17067,lorika323,6.27,582,48.54,53.87,2.43,48.73
17071,lorrra,-5.33,809,46.28,-32.94,0.96,33.87
17080,losmerca,-14.15,1416,43.49,-49.96,1.42,40.67
17151,lsnycto718,-26.6,2088,67.71,-63.7,1.88,48.67
17175,Luansousapro,-18.89,2389,49.94,-39.54,4.25,63.54
17246,lucho_260112,-5.41,701,43.68,-38.59,0.9,32.48
17264,Luck2385,-9.56,613,52.62,-77.98,1.96,47.13
17297,Lucky_Sue_111,-30.18,780,64.94,-193.46,0.63,29.63
17361,luisazwy731,-5.89,1604,50.47,-18.36,2.31,50.59
17365,luisferA10,-5.71,651,69.29,-43.86,1.13,33.44
17368,Luisfpo,0.13,597,54.9,1.09,0.94,34.38
17443,luminita80,-19.02,513,81.25,-185.38,0.73,30.0
17473,Lusisr,-6.76,754,42.06,-44.83,2.27,53.32
17478,lusub5,-7.67,695,44.64,-55.18,1.33,40.36
17481,Lutaapi,-0.96,1081,66.32,-4.44,1.4,38.6
17490,Luv2Pokerr,6.48,796,49.56,40.7,2.27,47.68
17498,luxuriant,-3.12,2236,44.94,-6.98,1.28,36.85
17500,luxxbr,-20.59,514,47.45,-200.29,2.06,55.21
17523,LYAK451,-27.77,2472,57.82,-56.17,1.42,37.59
17589,m3lkiyway,-27.18,2057,57.62,-66.07,1.18,32.21
17713,madxrus,-0.01,1251,62.15,-0.04,2.61,52.49
17730,mafti,-16.53,1792,54.97,-46.32,0.93,31.42
17833,Majka102,10.79,512,62.82,105.37,1.07,36.94
17838,MajorZK,-19.79,5599,42.92,-17.67,0.66,27.82
17848,makar1965,-12.99,755,80.03,-86.03,1.38,41.9
17905,maksimys122,3.87,857,67.17,22.58,1.11,36.48
17928,MaLeBrasil,5.11,960,61.23,26.61,1.0,34.7
17961,maltsev-66,-3.13,2021,51.22,-7.74,0.53,22.38
17977,mamf76,-0.66,504,54.91,-6.55,0.95,35.85
18019,Manfred_nsk,12.31,837,60.38,73.54,2.29,48.61
18029,maniekgrand,-2.48,625,57.42,-19.84,3.94,59.04
18087,Manuelito180,-18.59,1417,42.11,-65.6,1.32,44.53
18111,marafado100,-5.91,1212,45.78,-24.38,0.71,28.14
18129,marcel535d,-20.68,1271,57.32,-81.35,0.52,21.33
18144,marcelosimo,-9.76,514,60.71,-94.94,1.16,38.46
18171,MarcoDiniz28,4.12,1082,40.19,19.04,2.44,52.45
18194,MarcosMPO,3.91,615,42.13,31.79,2.4,48.65
18223,margolin777,-63.59,3042,89.52,-104.52,1.59,36.06
18341,Maroca24,-4.57,1642,58.85,-13.92,0.67,31.27
18369,Martin230753,6.07,1115,46.89,27.22,1.27,37.44
18400,Marv8687,-4.1,785,41.49,-26.11,1.07,25.14
18448,Master75573,-21.77,5636,48.16,-19.31,0.88,27.72
18466,MataPomba_B31,-17.49,664,51.96,-131.7,1.05,35.83
18490,Math.0806,-19.57,988,46.39,-99.04,0.77,27.57
18506,Matheuspoker20,-2.42,1043,47.79,-11.6,1.01,29.25
18560,Mattesers,-14.38,608,63.46,-118.26,1.6,41.94
18608,mauri27@€?#A,-6.35,581,56.5,-54.65,1.14,34.95
18631,Mauzi81,-8.77,976,59.23,-44.93,0.13,2.61
18691,MaximChuvilov,-9.88,1901,53.64,-25.99,1.45,45.2
18692,Maximiashka,-8.29,963,41.72,-43.04,1.4,34.04
18711,maxkxi,-19.03,2606,45.03,-36.51,1.15,37.52
18758,mazanchik,-13.52,953,50.27,-70.93,2.68,58.2
18899,MEGASPORT77,-0.47,536,53.11,-4.38,1.47,35.37
18904,Mehanicar,-23.82,7153,50.75,-16.65,0.94,30.32
19078,MichaelJ2013,-18.88,508,60.47,-185.83,2.03,56.85
19108,Mick J 6622,-0.31,732,59.32,-2.12,1.12,30.19
19110,mick195,-14.52,553,50.72,-131.28,1.57,41.76
19118,MICKY-MAGIC,-43.06,775,46.69,-277.81,3.87,65.06
19137,Mifistof,-11.07,569,43.36,-97.28,1.57,40.82
19247,Mikhail 28.1,-27.88,5434,46.98,-25.65,1.96,37.93
19284,mila241974,1.87,535,49.34,17.48,0.9,30.25
19380,Miogarun899,-12.18,797,49.43,-76.41,1.37,40.88
19414,Misha.R51,25.19,1228,41.95,102.57,4.97,60.55
19424,MishChu,-12.98,649,60.47,-100.0,1.31,41.32
19514,mixabad79,-9.63,537,57.79,-89.66,0.7,24.49
19531,MizzMeduza,-192.0,6884,46.01,-139.45,2.54,59.14
19547,mjmmario,2.47,1318,43.27,9.37,2.13,50.82
19564,mla33,-0.22,1695,43.64,-0.65,1.68,40.52
19586,mmdapix,6.77,508,40.76,66.63,3.32,47.91
19626,Modjo955,-8.32,546,60.59,-76.19,2.05,56.24
19635,moertel777,-16.42,988,76.61,-83.1,1.36,35.34
19645,Mogol-Mogol,-7.25,4336,44.0,-8.34,2.03,54.17
19693,Mona_Lott2021,2.7,1206,42.07,11.19,11.0,52.19
19798,MorganRodi,-14.7,757,55.04,-97.09,0.98,33.63
19866,mouzinho1992,3.75,1602,43.55,11.7,1.93,44.6
19886,mperna07,-3.05,722,53.75,-21.12,1.56,43.47
19888,MPI48,-15.3,4644,43.88,-16.47,0.74,27.1
19925,MR.AK07,-1.84,567,53.26,-16.23,1.44,38.6
20033,mrhantos,11.73,725,48.68,80.9,3.3,57.67
20056,MrMoocat,-15.74,682,41.47,-115.4,1.19,34.2
20105,MrTwit,-19.35,1245,40.94,-77.71,2.1,51.36
20122,msdhoni5,-58.51,2942,79.29,-99.44,1.67,38.64
20155,Mtldinosaur,4.27,569,41.1,37.52,1.44,37.12
20177,MufaBa,2.71,523,56.9,25.91,1.02,38.2
20196,Mukteshi,-8.93,1274,45.68,-35.05,1.78,44.71
20248,murod666,-39.18,1020,59.98,-192.06,1.15,39.61
20336,MyTAHT-PyC,-10.25,605,50.66,-84.71,1.48,39.88
20378,n2405n,33.58,2149,45.77,78.13,2.91,59.77
20417,Nagrevala,-9.51,810,45.07,-58.7,2.44,55.82
20422,Nahachi,-9.82,586,50.43,-83.79,0.77,30.41
20429,naitsabess18999,-8.89,986,53.36,-45.08,1.27,38.58
20528,National One,8.08,509,40.55,79.37,2.25,53.08
20660,Nemesis91750,-6.56,1476,41.79,-22.22,1.14,36.95
20680,neph1lim,-2.67,683,40.82,-19.55,1.64,50.21
20687,nera888,-2.22,1500,44.33,-7.4,1.26,38.3
20688,nerab0ta,-1.06,1668,42.12,-3.18,1.48,41.93
20710,Netinhostar,4.56,591,42.15,38.58,1.09,30.17
20739,newf5959,-2.35,566,49.65,-20.76,1.09,40.69
20756,neyrandolf,-15.44,1279,41.98,-60.36,1.17,37.42
20768,NHgremio,-54.16,3889,44.62,-69.63,0.94,27.07
20770,Nhük50,-28.13,11063,45.66,-12.71,1.45,37.11
20818,Nico55KQ,-4.2,3254,45.38,-6.45,2.31,49.64
20867,nightvisiond,-10.63,1906,47.41,-27.89,1.54,40.35
20885,nika38213,-18.85,890,57.95,-105.9,2.27,54.25
20949,NikolaiVladimir,-52.57,1745,72.78,-150.63,0.81,28.22
20964,NikoRamos14,10.61,657,54.69,80.75,1.69,46.3
21016,NissenJonas,-10.19,555,52.98,-91.8,1.99,49.09
21017,nistali,-9.12,2610,42.92,-17.47,2.19,46.86
21022,Nitro_0007,0.96,505,42.03,9.5,1.95,43.85
21027,NIX2013,-44.09,957,40.25,-230.36,1.27,46.9
21047,nlhatcher,7.45,855,47.89,43.57,4.73,67.8
21056,nn-clo,-22.51,1457,54.49,-77.25,2.62,55.72
21089,Noelfitz25,9.68,1475,47.38,32.81,1.24,33.22
21121,Nontrias18,-2.22,514,57.31,-21.6,1.53,46.07
21157,north132,-4.04,542,47.31,-37.27,1.65,37.46
21163,Nosbor977,3.47,1199,54.96,14.47,1.09,31.06
21237,Nuckes_Boss,-4.32,2777,48.06,-7.78,1.63,42.57
21277,nygmanov66,-2.52,763,57.39,-17.37,1.17,39.12
21288,nzt10,-6.91,509,56.09,-67.88,2.28,55.93
21300,O111AHA,3.85,1780,50.99,10.81,1.39,38.67
21352,Octoreaperr,-0.29,552,49.27,-2.63,2.41,44.33
21400,oh23133,-0.9,659,46.96,-6.83,1.33,38.35
21422,okf1991,-20.74,3578,48.85,-28.98,1.46,37.73
21439,Okula49,-24.01,1105,44.55,-108.64,2.27,46.83
21450,oldali444,-24.88,4185,46.46,-29.73,2.97,49.06
21499,Oleksii2517,-37.31,1450,72.99,-128.66,1.61,40.61
21521,Oliveira6500,-6.93,941,48.24,-36.82,3.08,49.76
21534,olleg748,-3.78,729,51.38,-25.93,1.26,41.85
21545,olmanriv,8.04,3739,47.76,10.75,2.24,43.64
21566,Omar Cayman,-21.78,1746,53.82,-62.37,1.16,31.24
21588,Omnibrag,-19.13,663,60.97,-144.27,2.45,54.69
21606,Onegin2000,-24.14,1467,47.84,-82.28,2.63,50.65
21630,OntheFlop171,-35.72,5950,54.61,-30.02,1.0,30.29
21632,onurB95,1.77,1706,63.93,5.19,2.06,42.48
21651,OpRioN1988,-18.68,2352,48.5,-39.71,2.89,55.5
21811,oxyNN,-8.47,604,45.0,-70.12,2.67,57.88
21881,pablomonzo,-5.31,948,57.57,-28.01,1.49,39.97
21890,pachazinho,8.8,3605,43.26,12.21,0.65,23.78
21897,packcur,0.64,504,56.57,6.35,1.88,37.31
22014,PantherRhei,-13.04,6477,41.83,-10.07,0.92,26.35
22020,Panzir8187,-7.83,541,78.11,-72.37,0.88,29.62
22023,Paok1926-142,-6.25,1552,59.95,-20.14,1.31,40.15
22128,patatoulis92,-20.71,596,46.21,-173.74,1.22,40.69
22163,Patrycjusz1125,37.29,13643,41.29,13.67,1.12,31.68
22193,PAULIEP6T9,5.88,1551,40.56,18.96,2.23,47.42
22194,Paulinho NE,-33.1,767,80.5,-215.78,0.66,25.43
22202,Paulo H Naves,-15.11,781,59.64,-96.73,1.69,47.35
22271,pawn h8,-9.12,642,72.3,-71.03,2.84,61.84
22377,pegnal540,1.9,1943,58.91,4.89,0.95,30.95
22387,pelicano100,6.72,957,56.84,35.11,1.49,38.97
22438,pereira_alderi,-7.2,791,47.5,-45.51,2.22,52.13
22439,perereca1993,-9.49,562,53.14,-84.43,1.52,40.24
22502,petre0866,-20.28,782,59.62,-129.67,0.74,29.1
22571,Phenyo23,-7.82,608,61.94,-64.31,1.1,31.66
22637,Piep0812,0.24,888,43.46,1.35,2.14,54.15
22639,piernen,2.52,1977,43.91,6.37,1.67,39.68
22755,PittJupp,-9.68,728,86.45,-66.48,0.99,38.61
22756,pituwini,-27.0,1043,42.79,-129.43,3.84,63.29
22757,Pityesz2008,-5.95,901,50.78,-33.02,1.5,36.27
22814,Player765897,3.85,1031,51.07,18.67,1.58,45.1
22817,Player_11300,1.53,1396,43.35,5.48,1.71,42.87
22832,plmanuelpl,-1.12,534,44.17,-10.49,1.89,39.12
22846,plumero3,-8.05,3876,54.27,-10.38,1.94,43.96
22848,PlusOC,-1.63,685,47.44,-11.9,2.24,51.25
22887,Poetacuent,-4.3,1583,40.6,-13.58,1.63,37.17
22908,pokelikeaboss,-15.16,861,46.39,-88.04,1.93,49.81
22923,poker7734,-31.07,941,66.84,-165.09,0.85,30.54
22942,pokerczeki,-35.47,5379,58.91,-32.97,1.84,45.14
22975,pokerkat51,-7.31,549,47.43,-66.58,1.8,47.06
23029,PokiArc,11.39,4469,41.05,12.74,1.7,43.52
23083,POO1983,-7.06,556,50.18,-63.49,0.4,14.64
23101,Popov128,-15.9,581,56.47,-136.83,1.41,44.35
23113,poraganar,-6.11,558,43.73,-54.75,2.16,50.25
23137,Postoronniy V,-1.56,739,48.58,-10.55,1.08,30.38
23167,pozaritis,-17.5,7155,45.83,-12.23,1.29,37.98
23427,putnikstar,4.8,1307,41.05,18.36,0.91,30.13
23439,pvl.kv,4.7,784,44.4,29.97,3.16,57.8
23441,pwd20,3.3,641,50.55,25.74,2.07,43.66
23629,RABBRH1981,-10.35,1301,46.75,-39.78,4.33,64.06
23646,racing grann,-6.58,3921,40.39,-8.39,2.87,56.01
23665,radioXhead1,-59.82,3216,65.74,-93.0,1.07,38.73
23672,Radrigo880,-1.77,659,61.81,-13.43,1.54,40.98
23690,rafael.capinhas,0.73,1019,49.11,3.58,1.24,34.68
23710,RafaelSrc433,-11.65,660,64.13,-88.26,1.66,43.14
23752,railerb,-11.12,528,50.67,-105.3,3.87,63.82
23782,RaksinM,0.41,1083,42.98,1.89,1.48,39.45
23900,RASTA-RUNS-RIOT,-6.71,788,43.28,-42.58,1.34,42.7
23981,Rbst777,-0.02,1369,47.94,-0.07,2.16,52.91
24017,RealKoi,-1.22,879,42.97,-6.94,3.75,61.04
24152,rena paso12,-21.31,1488,53.79,-71.61,0.4,18.88
24207,REOcl,-5.66,643,65.1,-44.01,0.45,20.97
24212,Repsys36,-0.31,518,43.6,-2.99,1.6,39.02
24277,RH-2098,-11.48,1482,60.61,-38.73,1.78,36.43
24297,riad cheik59,-25.64,1452,75.16,-88.29,2.97,59.77
24319,Richard33363,-1.9,620,44.7,-15.32,1.7,44.01
24344,Rick_Cunha22,0.63,530,50.0,5.94,2.14,45.63
24360,RickyDoda1953,-4.45,5724,40.71,-3.89,1.51,38.76
24423,Riontous,-4.14,810,53.28,-25.56,1.23,41.39
24483,RKC1965,-27.98,1714,60.9,-81.62,1.53,38.87
24485,rkur0409,3.8,597,52.36,31.83,2.89,57.03
24612,rocks all,-13.65,1659,50.15,-41.14,1.28,34.22
24680,RogerBond007,14.91,5118,41.12,14.57,1.54,43.68
24721,Roma_O._777,-11.16,2525,51.37,-22.1,0.99,29.64
24725,romalllka73,-13.85,2477,47.42,-27.96,1.19,30.95
24939,rskonzen,-12.09,714,55.07,-84.66,2.58,47.47
24941,rspk4T,-14.05,811,47.9,-86.62,2.35,51.71
24948,RT970,-19.87,1375,47.62,-72.25,0.92,32.75
24993,Ruizes55,5.06,668,48.35,37.87,1.82,48.45
25117,rybalow1000,-15.44,3354,52.17,-23.02,1.08,39.88
25162,S.Gaikoff,-0.52,803,50.88,-3.24,1.39,41.46
25169,S.U.C_713,-3.76,721,61.06,-26.07,1.9,41.42
25190,s1mpleX939,-10.77,817,52.58,-65.91,1.5,43.12
25203,S@nic2001,-1.11,1109,56.24,-5.0,1.39,37.41
25293,Saiker31,-1.35,794,43.62,-8.5,1.34,33.64
25349,salvoi44,-28.51,5093,47.13,-27.99,2.23,49.66
25385,SamLFC_99,6.73,1264,46.83,26.62,1.27,37.8
25553,saribek013,-16.85,797,68.06,-105.71,1.75,46.99
25655,Scalcon92,-10.24,566,59.82,-90.46,1.68,45.42
25662,scarface0880,-21.69,2472,48.88,-43.87,1.64,44.83
25741,Scotter6267,0.26,590,42.08,2.2,1.13,32.99
25748,scr231991,-10.93,694,66.42,-78.75,1.77,41.6
25784,SDV&SMI,-9.48,590,41.68,-80.34,1.31,40.23
25829,SecretMa,-28.4,1285,61.29,-110.51,0.75,28.36
25836,Sedych 58-18,-0.88,896,55.62,-4.91,1.02,32.32
25876,Selva221,-2.66,673,68.81,-19.76,2.5,58.37
25890,semipro777,-12.95,986,53.87,-65.67,1.3,33.03
25940,serega-tild,-3.4,1060,61.76,-16.04,1.42,43.17
25966,serg7105,-9.64,1026,56.21,-46.98,2.79,59.34
26011,SERGEY196402,-6.67,804,53.02,-41.48,0.37,18.47
26016,SERGEY8230,3.43,727,49.58,23.59,2.09,51.21
26073,SerjiB21,-5.03,1831,41.8,-13.74,2.77,51.19
26158,Sh.D.V714,0.21,619,45.63,1.7,2.04,44.14
26177,shah0902,23.5,939,56.46,125.13,2.07,45.77
26216,ShapSik,-6.43,624,83.09,-51.52,0.76,27.25
26243,ShashiGossain,-11.85,624,70.16,-94.95,1.83,49.65
26313,shinjibe,2.82,3760,41.45,3.75,2.08,48.96
26369,showa525,2.46,954,40.23,12.89,2.17,45.66
26390,shumer_id,-14.24,793,51.65,-89.79,3.93,61.08
26429,Sicario-1973,-6.2,794,55.29,-39.04,1.3,39.78
26441,SideshowBob000,-21.29,851,41.98,-125.09,2.01,53.66
26444,SidoSezgin,-9.24,704,66.33,-65.62,1.59,40.68
26484,sillium238,-23.74,623,56.77,-190.53,1.12,41.63
26545,SinchMaster,-3.07,846,41.11,-18.14,2.33,42.61
26621,siwondaddy,3.49,624,40.97,27.96,2.78,54.78
26665,SkierKefir,11.62,1157,44.62,50.22,0.56,20.62
26736,slastrom,4.11,509,45.47,40.37,1.96,44.84
26744,SlavaBleak,-0.18,619,50.89,-1.45,1.25,36.52
26820,smack118,-3.71,679,45.01,-27.32,1.05,30.68
26821,smadelta3,-9.06,1439,41.55,-31.48,1.76,45.48
26918,sneakypickle69,-9.54,528,78.59,-90.34,1.88,42.46
26926,snickersweet,-10.82,6415,42.73,-8.43,2.1,42.6
26952,snowboard526,-14.0,564,48.57,-124.11,1.09,32.21
26962,Snurre3,7.92,512,46.56,77.34,1.15,32.92
26998,soggking,-15.71,5390,43.55,-14.57,1.96,44.15
27018,solarspheres,2.78,577,68.13,24.09,2.61,55.82
27020,Solbon888,-20.6,848,60.59,-121.46,1.1,35.44
27031,soloem17,-12.21,934,66.99,-65.36,1.97,50.79
27052,somibisi,-14.05,740,65.63,-94.93,0.6,25.04
27117,SourGrape484,9.87,1563,40.69,31.57,0.96,30.72
27213,sperxeios11,-7.11,886,61.11,-40.12,1.08,33.52
27225,spidernet,-24.54,4210,41.74,-29.14,0.7,26.86
27235,Spina_sk,5.2,1787,55.12,14.55,2.03,49.13
27271,sporyszjan,-3.32,1025,49.36,-16.2,1.2,35.96
27308,Squalox18,-17.88,923,52.56,-96.86,0.76,28.36
27315,squinos,2.23,541,76.12,20.61,2.86,50.63
27371,sszegedi,-10.93,1384,40.65,-39.49,1.66,40.91
27428,Star-Kicker-CD,-0.21,689,42.52,-1.52,1.19,33.77
27442,Starkville 6,8.23,560,53.06,73.48,3.21,56.99
27578,steve.b414,-10.68,590,74.7,-90.51,1.5,42.32
27631,stinkydummy,7.82,677,40.44,57.75,2.35,52.01
27708,streaky19,-10.98,634,69.46,-86.59,0.95,32.02
27757,Stun64,-7.91,562,48.39,-70.37,1.22,32.58
27829,SunnySun778,-3.64,620,51.54,-29.35,1.21,34.96
27834,sunsetpower67,-19.89,1050,51.1,-94.71,1.48,40.87
27879,SupremeBastian1,-3.75,1354,49.22,-13.85,2.82,52.01
27898,susi6666,13.24,1632,48.68,40.56,1.76,41.89
27927,sverdlov73,-7.95,784,42.95,-50.7,0.9,25.82
27972,SwElBarToSw,-8.2,1164,47.62,-35.22,2.46,52.8
28003,SylfredHuila,-1.36,2429,41.55,-2.8,0.41,14.87
28006,SylwekGPoker,-6.53,509,49.41,-64.15,1.64,48.79
28032,Szasznika871,-2.91,501,71.11,-29.04,0.99,31.53
28036,Szendi58,-24.86,4618,57.46,-26.92,3.53,59.58
28119,tadao577,-28.92,5465,60.59,-26.46,0.8,22.95
28132,Taila_Z,-5.02,576,56.47,-43.58,1.57,42.86
28181,Tallibamc,-7.92,557,45.31,-71.1,3.19,54.03
28190,tamerlansea,6.84,534,51.69,64.04,1.5,42.16
28221,Tanzwolfman,2.96,572,42.96,25.87,2.12,45.08
28239,Tarh.V.I,2.73,1082,44.81,12.62,2.77,48.87
28257,taskin1990,9.8,571,40.6,85.81,2.01,50.45
28269,tataris_70,-4.72,813,40.74,-29.03,1.14,36.17
28286,tattwoman,7.21,778,46.05,46.34,1.07,34.9
28291,Tauben1,-46.73,2539,53.5,-92.02,0.66,24.58
28385,Teetotaller7,-23.89,9884,41.09,-12.09,0.89,25.95
28468,Teronio,-2.49,600,42.11,-20.75,0.72,25.85
28505,tetra43,-10.47,600,44.05,-87.25,1.86,50.69
28540,Thales Dente,-8.25,615,48.37,-67.07,1.93,51.41
28543,Thaliacea,-3.35,914,56.61,-18.33,0.93,31.47
28644,TheEsli,-3.62,1465,42.24,-12.35,1.81,32.79
28668,TheHumanError,2.98,665,53.83,22.41,2.88,58.04
28723,thepospelov,-14.44,1051,47.8,-68.7,2.9,45.12
28755,TheUn5given,-12.47,579,58.19,-107.69,1.14,41.39
28763,theweemon,-9.91,4265,46.94,-11.62,2.52,43.02
28765,TheWoman591,-12.96,1921,58.26,-33.73,0.17,7.4
28777,Thiago 0421,-14.43,1478,60.11,-48.82,0.83,27.86
28838,threesixesclub,-23.84,1968,47.09,-60.57,1.62,44.82
28862,Tiago bar888,10.38,623,45.23,83.31,1.26,31.86
28879,tibiba951,-4.74,1225,44.52,-19.35,3.38,53.27
28924,tigr522,-40.1,3114,48.24,-64.39,1.27,30.16
28957,tim660000,-37.22,3311,50.29,-56.21,1.51,42.63
28963,TIMBERO19988,-6.35,1623,42.69,-19.56,0.84,27.52
28964,TimbersBG,-6.31,1054,57.98,-29.93,1.64,40.11
28998,Timur-adam,-11.43,539,55.33,-106.03,2.69,59.83
29024,TinyM27,-4.29,644,69.18,-33.31,1.7,51.77
29040,tishim,-10.27,703,45.0,-73.04,1.79,46.26
29156,TolikG55,-1.04,1798,43.58,-2.89,1.91,45.14
29170,tom magnata,3.76,1136,45.12,16.55,1.99,43.92
29242,Tomy11-01,-1.76,696,60.93,-12.64,2.21,55.81
29289,TonyMont4n45,-1.46,534,47.46,-13.67,1.91,43.67
29292,tonystark229,-9.94,937,42.47,-53.04,2.42,47.23
29339,Tornado975,-4.83,797,66.75,-30.3,0.89,31.86
29389,TPU TU3A,-5.39,1312,49.39,-20.54,1.14,36.86
29399,trader121214,-11.04,536,69.72,-102.99,1.92,47.07
29401,traderr71,0.2,1384,40.73,0.72,2.05,41.29
29409,traktor_den,-26.91,606,94.35,-222.03,0.88,34.12
29457,trem_samara,-25.03,654,75.54,-191.36,3.85,62.57
29462,trente-sept,-32.39,2533,43.43,-63.94,2.38,58.05
29465,tres88,-8.66,769,49.48,-56.31,1.71,40.2
29476,Trickuent,21.67,1450,41.88,74.72,2.44,47.36
29523,Truefinale,4.77,897,52.86,26.59,1.99,51.14
29529,TRUFANOV RS,-3.5,3750,44.8,-4.67,1.16,32.41
29571,TT31535,-6.29,2708,48.14,-11.61,2.44,44.93
29590,Tuba905,6.06,702,49.93,43.16,1.9,45.51
29669,tutanpoker,20.27,5708,40.99,17.76,1.45,33.32
29692,TwelveOfNine,-22.5,526,84.19,-213.88,0.97,31.87
29695,Twidler,-21.75,1081,45.26,-100.6,2.52,42.35
29748,Tyrez777,-15.13,1712,46.12,-44.19,3.16,53.97
29760,Tzakar,4.01,713,41.1,28.12,1.81,43.41
29767,Türke_67_67,-9.07,1212,45.05,-37.42,1.61,40.0
29885,units101,-46.41,1110,59.55,-209.05,2.31,54.53
30076,valeriafim,-26.39,2035,63.27,-64.84,1.43,40.5
30099,Vallilo91,-5.86,538,61.19,-54.46,2.1,48.06
30177,Varun Prasath,3.78,1654,42.84,11.43,0.99,30.93
30212,vasilisraf,-8.86,886,45.35,-50.0,0.96,32.21
30217,vasiliyr20,-1.87,2392,44.72,-3.91,1.42,36.83
30244,vazelin789,-22.58,5304,54.06,-21.29,0.57,24.64
30261,vechych,3.89,1600,44.6,12.16,2.24,50.45
30310,Venon_CR,-12.5,1356,42.75,-46.09,2.09,55.62
30311,Venorez31,0.96,588,54.73,8.16,1.3,34.55
30322,Ver.scholle,-19.78,1011,46.67,-97.82,1.83,50.14
30407,Victor Orsa,-6.82,637,53.64,-53.53,1.11,25.06
30448,viju0,-4.08,719,57.62,-28.37,0.75,26.06
30524,Viniall,-15.21,527,53.63,-144.31,2.66,47.53
30534,vinipux491,-9.21,519,48.45,-88.73,0.98,33.5
30536,vinisbarbosa,4.1,621,45.16,33.01,1.98,46.26
30594,vitalya390,-41.54,1543,58.85,-134.61,1.86,44.93
30602,vitb,-2.87,990,66.8,-14.49,0.87,32.07
30615,Vito1088,5.86,1000,55.9,29.3,2.12,48.9
30629,vitpot74,12.15,1544,56.38,39.35,2.48,56.06
30630,vitprok77,-6.85,505,42.43,-67.82,0.87,25.48
30695,Vladimir MV 74,-9.84,1620,41.06,-30.37,1.78,48.73
30744,Vlatag,-15.35,1855,52.19,-41.37,2.09,42.77
30775,Vodov'kin,-10.22,575,47.46,-88.87,0.48,18.38
30812,VooDoo_RU178,-3.8,1690,40.68,-11.24,0.86,32.56
30860,Vovash1958,-29.54,2437,40.02,-60.61,2.01,48.67
30882,Vrktor-0719,12.11,985,42.8,61.47,4.47,63.6
30981,wale4ek,6.39,623,40.49,51.28,1.54,38.26
31097,wcopali195,-3.35,557,43.42,-30.07,2.95,50.73
31149,werner nagl,-22.98,2494,43.58,-46.07,0.52,17.04
31159,wesker555,-6.87,2372,43.0,-14.48,1.16,37.92
31165,wessgs12,-7.83,2102,54.03,-18.63,0.96,29.4
31217,Whitey683,-38.92,877,56.83,-221.89,1.6,47.81
31239,Wicrufh,-5.84,904,65.88,-32.3,1.47,46.71
31240,WidlakAKAWidlak,-3.16,957,70.4,-16.51,2.2,48.08
31302,wilso52,-46.97,1304,66.79,-180.1,1.73,52.44
31340,Wisedragon69,0.41,609,53.38,3.37,1.79,42.61
31459,wstway,-25.46,3428,42.84,-37.14,0.87,20.8
